Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ATM pathway	2/48	0.024048330053217173	0.07767334189602329	0	0	8.808340727595386	32.83476119194659	CDKN1A;JUN
Kit receptor transcriptional targets	1/5	0.024753528718293626	0.07890476348017636	0	0	50.24242424242424	185.83603697375267	VEGFA
Neurophilin interactions with VEGF and VEGF receptor	1/5	0.024753528718293626	0.07890476348017636	0	0	50.24242424242424	185.83603697375267	VEGFA
Ceramide signaling pathway	2/49	0.024991188433223118	0.07890476348017636	0	0	8.620495006513243	31.803005852102093	CYCS;RIPK1
Interleukin-5 signaling pathway	2/49	0.024991188433223118	0.07890476348017636	0	0	8.620495006513243	31.803005852102093	JUN;SYK
Neurotrophin signaling pathway	3/126	0.025364692857154602	0.07963663343978149	0	0	4.972843852149862	18.272203113433353	JUN;PIK3CD;PSEN1
Phosphatidylinositol metabolism	2/50	0.025948961945953097	0.08101842563125355	0	0	8.44047619047619	30.82144266223132	PIK3CD;PIK3C3
Actin cytoskeleton regulation	4/226	0.026832290884603045	0.08331352197318735	0	0	3.6933183183183185	13.362976840653356	ARPC3;PIK3CD;PIK3C3;EZR
Vitamin B12 metabolism	2/52	0.02790857758050539	0.08570830929095098	0	0	8.10204081632653	28.995755414400413	IFNG;APOE
Interleukin-2 receptor beta chain in T cell activation	2/52	0.02790857758050539	0.08570830929095098	0	0	8.10204081632653	28.995755414400413	SYK;NMI
Amyotrophic lateral sclerosis (ALS)	2/53	0.028910084539220875	0.08782414870833585	0	0	7.942777110844338	28.145745374205482	PPP3CC;CYCS
JNK/MAPK pathway	2/53	0.028910084539220875	0.08782414870833585	0	0	7.942777110844338	28.145745374205482	JUN;DUSP10
Focal adhesion	4/233	0.029557234253209632	0.08898582005558392	0	0	3.5791484716157207	12.603709174137336	JUN;PIK3CD;RHOB;VEGFA
Proteolysis and signaling pathway of Notch	1/6	0.029630963394411815	0.08898582005558392	0	0	40.19191919191919	141.432767389918	PSEN1
RANKL signaling pathway	2/54	0.02992583628203801	0.08898582005558392	0	0	7.789638932496075	27.334100710931292	JUN;SYK
Non-small cell lung cancer	2/54	0.02992583628203801	0.08898582005558392	0	0	7.789638932496075	27.334100710931292	CDK6;PIK3CD
TAp63 pathway	2/55	0.03095566840552396	0.09156360865212876	0	0	7.642279553330766	26.55844340345009	CDKN1A;DHRS3
Signal transduction	10/1020	0.031316560870637916	0.09214611104344769	0	0	2.078107810781078	7.1977512955972855	JUN;CDKN1A;APH1B;CXCL8;CCL4;CCL3;ICAM3;ITPR3;ATP6V1E2;MYD88
SHP2 signaling	2/57	0.03305692249429009	0.09576283732881974	0	0	7.363636363636363	25.106496966632545	IFNG;VEGFA
Inositol phosphate metabolism	2/57	0.03305692249429009	0.09576283732881974	0	0	7.363636363636363	25.106496966632545	PIK3CD;PIK3C3
Keratinocyte differentiation	2/57	0.03305692249429009	0.09576283732881974	0	0	7.363636363636363	25.106496966632545	JUN;RIPK1
Autodegradation of Cdh1 by Cdh1-APC/C	2/58	0.0341280219187038	0.09738767864639716	0	0	7.2317784256559765	24.426318589638807	PSMD6;PSMB8
Apoptotic factor-mediated response	1/7	0.03448424920041465	0.09738767864639716	0	0	33.49158249158249	112.77461836050252	CYCS
BAD activation and translocation to mitochondria	1/7	0.03448424920041465	0.09738767864639716	0	0	33.49158249158249	112.77461836050252	PPP3CC
Viral dsRNA-TLR3-TRIF complex activation of RIP1	1/7	0.03448424920041465	0.09738767864639716	0	0	33.49158249158249	112.77461836050252	RIPK1
Gamma-secretase-mediated ErbB4 signaling pathway	1/7	0.03448424920041465	0.09738767864639716	0	0	33.49158249158249	112.77461836050252	PSEN1
Interleukin-5 regulation of apoptosis	3/144	0.035632562673450954	0.10012750111239718	0	0	4.334064487826278	14.451917999802893	CXCL8;CCL3;MYD88
RAGE pathway	2/60	0.03631036846140952	0.10152451281249825	0	0	6.9817030260380015	23.148897224333663	CXCL8;VEGFA
FGF signaling pathway	2/61	0.03742130042373311	0.10359985634550742	0	0	6.863023175371843	22.54856700617945	JUN;PSEN1
Licensing factor removal from origins	2/61	0.03742130042373311	0.10359985634550742	0	0	6.863023175371843	22.54856700617945	PSMD6;PSMB8
Shigellosis	2/62	0.03854519675936855	0.1061882381312016	0	0	6.7482993197278915	21.97194825947037	CXCL8;ARPC3
Proepithelin conversion to epithelin and wound repair control	1/8	0.03931350415205654	0.10673521417128394	0	0	28.705627705627705	92.89678500716381	CXCL8
TSP1-induced apoptosis in microvascular endothelial cell	1/8	0.03931350415205654	0.10673521417128394	0	0	28.705627705627705	92.89678500716381	JUN
Organic cation transport	1/8	0.03931350415205654	0.10673521417128394	0	0	28.705627705627705	92.89678500716381	SLC22A4
Integrated breast cancer pathway	3/152	0.04078632094219781	0.10927224392787321	0	0	4.099702483913374	13.116623076227347	JUN;TGFBR2;VEGFA
Ubiquitin-mediated degradation of phosphorylated Cdc25A	2/64	0.040831265524650134	0.10927224392787321	0	0	6.529953917050691	20.88479849248963	PSMD6;PSMB8
MAPK cascade role in angiogenesis	2/64	0.040831265524650134	0.10927224392787321	0	0	6.529953917050691	20.88479849248963	PIK3CD;VEGFA
LPA receptor mediated events	2/65	0.04199313241076799	0.11184900670545789	0	0	6.425979915775834	20.371957610722255	JUN;CXCL8
Integrin signaling pathway	3/155	0.04281109238449092	0.11228298293206611	0	0	4.018176885512751	12.661106772029475	JUN;ARPC3;RHOB
Myometrial relaxation and contraction pathways	3/155	0.04281109238449092	0.11228298293206611	0	0	4.018176885512751	12.661106772029475	JUN;RGS3;ITPR3
Destabilization of mRNA by AUF1 (hnRNP D0)	2/66	0.04316735256679497	0.11228298293206611	0	0	6.325255102040816	19.87819449312978	PSMD6;PSMB8
Endochondral ossification	2/66	0.04316735256679497	0.11228298293206611	0	0	6.325255102040816	19.87819449312978	RUNX3;VEGFA
HIF-1 transcriptional activity in hypoxia	2/66	0.04316735256679497	0.11228298293206611	0	0	6.325255102040816	19.87819449312978	JUN;VEGFA
Elevation of cytosolic calcium levels	1/9	0.0441188457824273	0.11228298293206611	0	0	25.116161616161616	78.3842312444799	ITPR3
West Nile virus infection	1/9	0.0441188457824273	0.11228298293206611	0	0	25.116161616161616	78.3842312444799	CYCS
Gene expression regulation by hypoxia-inducible factor	1/9	0.0441188457824273	0.11228298293206611	0	0	25.116161616161616	78.3842312444799	VEGFA
MAP kinase pathway regulation through dual specificity phosphatases	1/9	0.0441188457824273	0.11228298293206611	0	0	25.116161616161616	78.3842312444799	DUSP2
Telomerase regulation	2/67	0.04435377617601188	0.11228298293206611	0	0	6.227629513343799	19.402537395096388	JUN;IFNG
G1 to S cell cycle control	2/67	0.04435377617601188	0.11228298293206611	0	0	6.227629513343799	19.402537395096388	CDKN1A;CDK6
Activation of NF-kappaB in B cells	2/68	0.04555225456523159	0.11428735297169712	0	0	6.132962275819419	18.944077490294053	PSMD6;PSMB8
CD8/T cell receptor downstream pathway	2/68	0.04555225456523159	0.11428735297169712	0	0	6.132962275819419	18.944077490294053	JUN;IFNG
CDC42 signaling events	2/70	0.04798478677458479	0.11770563636482065	0	0	5.951980792316927	18.075399411278084	JUN;ARPC3
G alpha q pathway	2/70	0.04798478677458479	0.11770563636482065	0	0	5.951980792316927	18.075399411278084	RGS3;ITPR3
Long-term potentiation	2/70	0.04798478677458479	0.11770563636482065	0	0	5.951980792316927	18.075399411278084	PPP3CC;ITPR3
Activation of the AP-1 family of transcription factors	1/10	0.04890039114183046	0.11770563636482065	0	0	22.32435465768799	67.37423003045056	JUN
TRAF6-mediated IRF7 activation in TLR7/8 or 9 signaling	1/10	0.04890039114183046	0.11770563636482065	0	0	22.32435465768799	67.37423003045056	MYD88
Free radical-induced apoptosis	1/10	0.04890039114183046	0.11770563636482065	0	0	22.32435465768799	67.37423003045056	CXCL8
IKK complex recruitment mediated by RIP1	1/10	0.04890039114183046	0.11770563636482065	0	0	22.32435465768799	67.37423003045056	RIPK1
PIP biosynthesis at the late endosome membrane	1/10	0.04890039114183046	0.11770563636482065	0	0	22.32435465768799	67.37423003045056	PIK3C3
RIG-I-like receptor signaling pathway	2/71	0.04921854901375952	0.11770563636482065	0	0	5.865424430641822	17.663636014354466	CXCL8;RIPK1
Rac1 cell motility signaling pathway	2/71	0.04921854901375952	0.11770563636482065	0	0	5.865424430641822	17.663636014354466	JUN;ARPC3
Bacterial invasion of epithelial cells	2/71	0.04921854901375952	0.11770563636482065	0	0	5.865424430641822	17.663636014354466	ARPC3;PIK3CD
Insulin signaling pathway	4/277	0.05035169322229576	0.11990530335139922	0	0	2.9955738705738706	8.952940619065611	JUN;PIK3CD;PIK3C3;RHOB
Protein processing in the endoplasmic reticulum	3/166	0.05065785270183577	0.12012537222966964	0	0	3.7449244197077984	11.169840096133063	DNAJB12;HSPA1B;UBE2J1
Signaling by NOTCH1	2/73	0.05172034528607497	0.1216185525136993	0	0	5.699626329405001	16.881746303056282	APH1B;PSEN1
Degradation of beta-catenin by the destruction complex	2/73	0.05172034528607497	0.1216185525136993	0	0	5.699626329405001	16.881746303056282	PSMD6;PSMB8
Disease	7/674	0.052133784367134214	0.12207994505970596	0	0	2.170382550660154	6.411184363527369	PSMD6;CDKN1A;CXCL8;POLR2B;ITPR3;ATP6V1E2;PSMB8
Integrins in angiogenesis	2/74	0.05298809449300122	0.12258512314628242	0	0	5.620181405895692	16.510339602462818	TGFBR2;VEGFA
Signaling by VEGF	1/11	0.05365825675086383	0.12258512314628242	0	0	20.09090909090909	58.768318421882675	VEGFA
TGF-beta signaling in gastrointestinal stem cells	1/11	0.05365825675086383	0.12258512314628242	0	0	20.09090909090909	58.768318421882675	TGFBR2
Cystic fibrosis transmembrane conductance regulator (CFTR) and beta 2 adrenergic receptor (b2AR) pathway	1/11	0.05365825675086383	0.12258512314628242	0	0	20.09090909090909	58.768318421882675	EZR
Unwinding of DNA	1/11	0.05365825675086383	0.12258512314628242	0	0	20.09090909090909	58.768318421882675	GINS4
Erythropoietin-mediated neuroprotection through NF-kB	1/11	0.05365825675086383	0.12258512314628242	0	0	20.09090909090909	58.768318421882675	CDKN1A
SODD/TNFR1 signaling pathway	1/12	0.05839255858007915	0.13126647168801794	0	0	18.26354453627181	51.878818604154176	RIPK1
Salmonella infection	1/12	0.05839255858007915	0.13126647168801794	0	0	18.26354453627181	51.878818604154176	ARPC3
D4-GDI signaling pathway	1/12	0.05839255858007915	0.13126647168801794	0	0	18.26354453627181	51.878818604154176	JUN
NF-kappaB activation through FADD/RIP-1 pathway	1/12	0.05839255858007915	0.13126647168801794	0	0	18.26354453627181	51.878818604154176	RIPK1
Antigen processing: cross presentation	2/79	0.05948975459677175	0.13267159556899097	0	0	5.253909355950173	14.8262756693766	PSMD6;PSMB8
Fc epsilon receptor I signaling pathway	2/79	0.05948975459677175	0.13267159556899097	0	0	5.253909355950173	14.8262756693766	SYK;PIK3CD
Nuclear beta-catenin signaling and target gene transcription regulation	2/80	0.0608217071927091	0.1345740135523721	0	0	5.1862899005756145	14.520618689888993	JUN;CXCL8
Opioid signaling	2/80	0.0608217071927091	0.1345740135523721	0	0	5.1862899005756145	14.520618689888993	PPP3CC;ITPR3
MAP kinase signaling pathway	2/81	0.06216388427865964	0.1370043253513989	0	0	5.120382330147248	14.224325268693594	JUN;RIPK1
Organic cation/anion/zwitterion transport	1/13	0.06310341209244187	0.1378226941935394	0	0	16.74074074074074	46.254339159717055	SLC22A4
PIP biosynthesis at the early endosome membrane	1/13	0.06310341209244187	0.1378226941935394	0	0	16.74074074074074	46.254339159717055	PIK3C3
APC/C-mediated degradation of cell cycle proteins	2/82	0.06351615266214716	0.1378226941935394	0	0	5.0561224489795915	13.93700450766989	PSMD6;PSMB8
ATM-dependent DNA damage response	2/82	0.06351615266214716	0.1378226941935394	0	0	5.0561224489795915	13.93700450766989	CDKN1A;JUN
TGF-beta regulation of skeletal system development	2/85	0.067632189652766	0.14269102576276718	0	0	4.87263339070568	13.12527238363094	IFNG;TGFBR2
Integrin cell surface interactions	2/85	0.067632189652766	0.14269102576276718	0	0	4.87263339070568	13.12527238363094	SYK;ICAM3
AKT phosphorylation of cytosolic targets	1/14	0.0677909321684321	0.14269102576276718	0	0	15.452214452214452	41.58695944336839	CDKN1A
Adhesion and diapedesis of lymphocytes	1/14	0.0677909321684321	0.14269102576276718	0	0	15.452214452214452	41.58695944336839	CXCL8
T cell receptor/JNK pathway	1/14	0.0677909321684321	0.14269102576276718	0	0	15.452214452214452	41.58695944336839	JUN
DCC-mediated attractive signaling	1/14	0.0677909321684321	0.14269102576276718	0	0	15.452214452214452	41.58695944336839	ABLIM1
Viral messenger RNA biosynthesis	1/14	0.0677909321684321	0.14269102576276718	0	0	15.452214452214452	41.58695944336839	POLR2B
Interferon gamma signaling regulation	1/14	0.0677909321684321	0.14269102576276718	0	0	15.452214452214452	41.58695944336839	IFNG
mRNA stability regulation by proteins that bind AU-rich elements	2/86	0.06902351244139765	0.1447433357912891	0	0	4.814382896015549	12.870328659591635	PSMD6;PSMB8
Mitotic G2-G2/M phases	2/87	0.07042427630090098	0.1449104663512077	0	0	4.75750300120048	12.622688988987855	TUBA1A;TUBB
Oncostatin M	4/311	0.07075020879601476	0.1449104663512077	0	0	2.659201954397394	7.04316174139555	JUN;CDKN1A;CXCL8;VEGFA
Peptide G-protein coupled receptors	3/192	0.0717418991703997	0.1449104663512077	0	0	3.2254950090001637	8.498148268482408	CXCL8;CCL4;CCL3
HIF-1 degradation in normoxia	2/88	0.07183435427290809	0.1449104663512077	0	0	4.701945894636925	12.382068798517093	PSMD6;PSMB8
Repression of pain sensation by the transcriptional regulator DREAM	1/15	0.07245523317560384	0.1449104663512077	0	0	14.347763347763347	37.659813836990104	JUN
Calcium signaling by HBx of hepatitis B virus	1/15	0.07245523317560384	0.1449104663512077	0	0	14.347763347763347	37.659813836990104	JUN
Stress induction of HSP regulation	1/15	0.07245523317560384	0.1449104663512077	0	0	14.347763347763347	37.659813836990104	CYCS
Erythrocyte differentiation pathway	1/15	0.07245523317560384	0.1449104663512077	0	0	14.347763347763347	37.659813836990104	CCL3
HDL-mediated lipid transport	1/15	0.07245523317560384	0.1449104663512077	0	0	14.347763347763347	37.659813836990104	APOE
Hematopoiesis regulation by cytokines	1/15	0.07245523317560384	0.1449104663512077	0	0	14.347763347763347	37.659813836990104	CXCL8
Interleukin-17 signaling pathway	1/15	0.07245523317560384	0.1449104663512077	0	0	14.347763347763347	37.659813836990104	CXCL8
Mu-calpain pathway	1/15	0.07245523317560384	0.1449104663512077	0	0	14.347763347763347	37.659813836990104	EZR
PRC2 complex long-term gene silencing through modification of histone tails	1/15	0.07245523317560384	0.1449104663512077	0	0	14.347763347763347	37.659813836990104	EZH2
Prostate cancer	2/89	0.07325362038573542	0.145987711548877	0	0	4.647665962936899	12.148197603177868	CDKN1A;PIK3CD
Acetylation and deacetylation of RelA in the nucleus	1/16	0.0770964289305897	0.1494075622723842	0	0	13.390572390572391	34.31599732708391	RIPK1
Rb tumor suppressor/checkpoint signaling in response to DNA damage	1/16	0.0770964289305897	0.1494075622723842	0	0	13.390572390572391	34.31599732708391	CDKN1A
Selenium metabolism and selenoproteins	1/16	0.0770964289305897	0.1494075622723842	0	0	13.390572390572391	34.31599732708391	JUN
Control of cell cycle and breast tumor growth by estrogen-responsive protein Efp	1/16	0.0770964289305897	0.1494075622723842	0	0	13.390572390572391	34.31599732708391	CDK6
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	1/16	0.0770964289305897	0.1494075622723842	0	0	13.390572390572391	34.31599732708391	TGFBR2
p75 neurotrophin receptor signaling via NF-kB	1/16	0.0770964289305897	0.1494075622723842	0	0	13.390572390572391	34.31599732708391	MYD88
Inhibition of platelet activation by aspirin	1/16	0.0770964289305897	0.1494075622723842	0	0	13.390572390572391	34.31599732708391	SYK
PI3K subunit p85 role in regulation of actin organization and cell migration	1/16	0.0770964289305897	0.1494075622723842	0	0	13.390572390572391	34.31599732708391	ARPC3
HIV infection	3/200	0.0789086435328542	0.15239401259609645	0	0	3.0932544874143075	7.855209980826792	PSMD6;POLR2B;PSMB8
Activation of BH3-only proteins	1/17	0.08171463267155567	0.1530787452047143	0	0	12.553030303030303	31.43934295429433	PPP3CC
Post-chaperonin tubulin folding pathway	1/17	0.08171463267155567	0.1530787452047143	0	0	12.553030303030303	31.43934295429433	TUBA1A
Atypical NF-kappaB pathway	1/17	0.08171463267155567	0.1530787452047143	0	0	12.553030303030303	31.43934295429433	SYK
Cadmium-induced DNA biosynthesis and proliferation in macrophages	1/17	0.08171463267155567	0.1530787452047143	0	0	12.553030303030303	31.43934295429433	JUN
Cells and molecules involved in local acute inflammatory response	1/17	0.08171463267155567	0.1530787452047143	0	0	12.553030303030303	31.43934295429433	CXCL8
Chylomicron-mediated lipid transport	1/17	0.08171463267155567	0.1530787452047143	0	0	12.553030303030303	31.43934295429433	APOE
Dendritic cells in regulating TH1 and TH2 development	1/17	0.08171463267155567	0.1530787452047143	0	0	12.553030303030303	31.43934295429433	IFNG
Endocytotic role of NDK, phosphins and dynamin	1/17	0.08171463267155567	0.1530787452047143	0	0	12.553030303030303	31.43934295429433	PPP3CC
PIP biosynthesis at the Golgi membrane	1/17	0.08171463267155567	0.1530787452047143	0	0	12.553030303030303	31.43934295429433	PIK3C3
Hemostasis pathway	5/468	0.08561733857242304	0.15923982705960152	0	0	2.2095032397408207	5.430666122196188	SYK;ITPR3;KIF22;RHOB;VEGFA
TNFR2 signaling pathway	1/18	0.08630995715059277	0.15923982705960152	0	0	11.81402257872846	28.942114306609312	RIPK1
Downregulation of MTA-3 in ER-negative breast tumors	1/18	0.08630995715059277	0.15923982705960152	0	0	11.81402257872846	28.942114306609312	TUBA1A
Effect of METS on macrophage differentiation	1/18	0.08630995715059277	0.15923982705960152	0	0	11.81402257872846	28.942114306609312	JUN
Wnt signaling pathway and pluripotency	2/98	0.08642019084195456	0.15923982705960152	0	0	4.210034013605442	10.308411171595903	JUN;PPP2R2B
Potassium channels	2/99	0.08792462838146668	0.1609564858318706	0	0	4.166421207658321	10.129717084781953	KCNH7;KCNJ2
Granule cell survival pathway	2/99	0.08792462838146668	0.1609564858318706	0	0	4.166421207658321	10.129717084781953	JUN;CYCS
Platelet calcium homeostasis	1/19	0.09088251453617983	0.16489622311253574	0	0	11.15712682379349	26.75688382123247	ITPR3
Cell cycle progression regulation by PLK3	1/19	0.09088251453617983	0.16489622311253574	0	0	11.15712682379349	26.75688382123247	CYCS
GnRH signaling pathway	2/101	0.09095699139659444	0.16489622311253574	0	0	4.081838796124511	9.785671777221246	JUN;ITPR3
Signaling by ERBB2	2/102	0.09248468910980343	0.16712667292511102	0	0	4.040816326530612	9.620020610565179	CDKN1A;ITPR3
Apoptotic signaling in response to DNA damage	1/20	0.09543241646248146	0.16972474067061577	0	0	10.569377990430622	24.83103038927071	CYCS
Cell differentiation pathway	1/20	0.09543241646248146	0.16972474067061577	0	0	10.569377990430622	24.83103038927071	EZH2
Estrogen receptor signaling pathway	1/20	0.09543241646248146	0.16972474067061577	0	0	10.569377990430622	24.83103038927071	JUN
Interleukin-3 regulation of hematopoietic cells	1/20	0.09543241646248146	0.16972474067061577	0	0	10.569377990430622	24.83103038927071	CXCL8
Nerve growth factor (NGF) pathway	1/20	0.09543241646248146	0.16972474067061577	0	0	10.569377990430622	24.83103038927071	JUN
S1P/S1P1 pathway	1/21	0.0999597740324998	0.17446395343560525	0	0	10.04040404040404	23.122924333288797	VEGFA
Cytosolic sensors of pathogen-associated DNA	1/21	0.0999597740324998	0.17446395343560525	0	0	10.04040404040404	23.122924333288797	RIPK1
Y branching of actin filaments	1/21	0.0999597740324998	0.17446395343560525	0	0	10.04040404040404	23.122924333288797	ARPC3
IGF1 signaling pathway	1/21	0.0999597740324998	0.17446395343560525	0	0	10.04040404040404	23.122924333288797	JUN
Mitochondrial role in apoptotic signaling	1/21	0.0999597740324998	0.17446395343560525	0	0	10.04040404040404	23.122924333288797	CYCS
Oxidative stress-induced gene expression via Nrf2	1/21	0.0999597740324998	0.17446395343560525	0	0	10.04040404040404	23.122924333288797	JUN
G alpha i pathway	2/108	0.10180507197730584	0.1771345215208851	0	0	3.81093569503273	8.70682707358352	RGS3;ITPR3
Signaling by insulin receptor	2/109	0.1033831480896997	0.17932509020497292	0	0	3.7751287430860194	8.566949896272241	PIK3C3;ATP6V1E2
Epstein-Barr virus LMP1 signaling	1/22	0.10446469781910508	0.180089448387537	0	0	9.561808561808562	21.59922753970687	CXCL8
Nitric oxide signaling pathway	1/22	0.10446469781910508	0.180089448387537	0	0	9.561808561808562	21.59922753970687	PPP3CC
Signaling by EGFR in cancer	2/111	0.10655948968070973	0.18258058902609411	0	0	3.7054858640703987	8.296775020722748	CDKN1A;ITPR3
Epidermal growth factor receptor (EGFR) pathway	2/111	0.10655948968070973	0.18258058902609411	0	0	3.7054858640703987	8.296775020722748	JUN;RHOB
Angiogenesis	1/23	0.10894729783603285	0.18331850713727685	0	0	9.1267217630854	20.232947516534363	VEGFA
Signaling events mediated by PRL	1/23	0.10894729783603285	0.18331850713727685	0	0	9.1267217630854	20.232947516534363	CDKN1A
Hypoxia and p53 in the cardiovascular system	1/23	0.10894729783603285	0.18331850713727685	0	0	9.1267217630854	20.232947516534363	CDKN1A
Interleukin-11 pathway	1/23	0.10894729783603285	0.18331850713727685	0	0	9.1267217630854	20.232947516534363	JUN
Mitochondrial pathway of apoptosis: antiapoptotic Bcl-2 family	1/23	0.10894729783603285	0.18331850713727685	0	0	9.1267217630854	20.232947516534363	CDK6
Modulation of interferon signaling by chaperones	1/23	0.10894729783603285	0.18331850713727685	0	0	9.1267217630854	20.232947516534363	IFNG
Oocyte meiosis	2/113	0.10976205232938706	0.18413812957944933	0	0	3.6383526383526386	8.038723369904124	PPP3CC;ITPR3
Plexin D1 signaling	1/24	0.11340768358102403	0.18856543838028256	0	0	8.729468599033817	19.002011610155247	VEGFA
Ras-independent pathway in NK cell-mediated cytotoxicity	1/24	0.11340768358102403	0.18856543838028256	0	0	8.729468599033817	19.002011610155247	SYK
Inhibition of cellular proliferation by Gleevec	1/24	0.11340768358102403	0.18856543838028256	0	0	8.729468599033817	19.002011610155247	JUN
CXCR4 signaling pathway	2/116	0.11461325829541329	0.18976914553214042	0	0	3.5420694593626925	7.672801780572879	PIK3CD;RHOB
Leukocyte transendothelial migration	2/117	0.11624255158408005	0.18976914553214042	0	0	3.5110913930789707	7.55613660564706	PIK3CD;EZR
Alpha-9 beta-1 integrin pathway	1/25	0.11784596404042172	0.18976914553214042	0	0	8.365319865319865	17.88820673407011	VEGFA
Regulatory RNA pathways	1/25	0.11784596404042172	0.18976914553214042	0	0	8.365319865319865	17.88820673407011	POLR2B
Cellular response to hypoxia	1/25	0.11784596404042172	0.18976914553214042	0	0	8.365319865319865	17.88820673407011	VEGFA
Corticotropin releasing hormone pathway	1/25	0.11784596404042172	0.18976914553214042	0	0	8.365319865319865	17.88820673407011	CXCL8
TPO signaling pathway	1/25	0.11784596404042172	0.18976914553214042	0	0	8.365319865319865	17.88820673407011	JUN
DARPP-32 events	1/25	0.11784596404042172	0.18976914553214042	0	0	8.365319865319865	17.88820673407011	PPP3CC
Ghrelin pathway	1/25	0.11784596404042172	0.18976914553214042	0	0	8.365319865319865	17.88820673407011	CXCL8
IGF1 receptor signaling through beta-arrestin	1/25	0.11784596404042172	0.18976914553214042	0	0	8.365319865319865	17.88820673407011	PPP2R2B
PIP2 hydrolysis	1/25	0.11784596404042172	0.18976914553214042	0	0	8.365319865319865	17.88820673407011	ITPR3
ALK1 pathway	1/26	0.12226224762866918	0.19300950327896652	0	0	8.030303030303031	16.876380218002918	TGFBR2
Physiological and pathological hypertrophy  of the heart	1/26	0.12226224762866918	0.19300950327896652	0	0	8.030303030303031	16.876380218002918	JUN
Segmentation clock	1/26	0.12226224762866918	0.19300950327896652	0	0	8.030303030303031	16.876380218002918	PSEN1
TGF-beta signaling in development	1/26	0.12226224762866918	0.19300950327896652	0	0	8.030303030303031	16.876380218002918	TGFBR2
Inhibition of activated T cell apoptosis by neuropeptides VIP and PACAP	1/26	0.12226224762866918	0.19300950327896652	0	0	8.030303030303031	16.876380218002918	PPP3CC
Interleukin-9 regulation of target genes	1/26	0.12226224762866918	0.19300950327896652	0	0	8.030303030303031	16.876380218002918	CCL3
PGC-1a regulation	1/26	0.12226224762866918	0.19300950327896652	0	0	8.030303030303031	16.876380218002918	PPP3CC
Signaling by PDGF	2/122	0.1244762469056777	0.19555228839062794	0	0	3.3639455782312924	7.0092528065471456	CDKN1A;ITPR3
Pentose phosphate pathway	1/27	0.12665664230282664	0.19555228839062794	0	0	7.721056721056721	15.953830010816358	DERA
Cell cycle: G2/M checkpoint	1/27	0.12665664230282664	0.19555228839062794	0	0	7.721056721056721	15.953830010816358	CDKN1A
Collecting duct acid secretion	1/27	0.12665664230282664	0.19555228839062794	0	0	7.721056721056721	15.953830010816358	ATP6V1E2
Cooperation of prefoldin and TriC/CCT  in actin and tubulin folding	1/27	0.12665664230282664	0.19555228839062794	0	0	7.721056721056721	15.953830010816358	TUBA1A
VEGFR1 pathway	1/27	0.12665664230282664	0.19555228839062794	0	0	7.721056721056721	15.953830010816358	VEGFA
Kinesins	1/27	0.12665664230282664	0.19555228839062794	0	0	7.721056721056721	15.953830010816358	KIF22
Mammalian calpain regulation of cell motility	1/27	0.12665664230282664	0.19555228839062794	0	0	7.721056721056721	15.953830010816358	EZR
RNA polymerase III transcription initiation From type 3 promoter	1/28	0.1310292553948657	0.1984863653151335	0	0	7.434717545828657	15.109834134055738	BRF2
Recycling pathway of cell adhesion molecule L1	1/28	0.1310292553948657	0.1984863653151335	0	0	7.434717545828657	15.109834134055738	EZR
TGF-beta receptor activation of SMADs	1/28	0.1310292553948657	0.1984863653151335	0	0	7.434717545828657	15.109834134055738	TGFBR2
Dual incision reaction in TC-NER	1/28	0.1310292553948657	0.1984863653151335	0	0	7.434717545828657	15.109834134055738	POLR2B
Interleukin receptor SHC signaling	1/28	0.1310292553948657	0.1984863653151335	0	0	7.434717545828657	15.109834134055738	PIK3CD
Messenger RNA capping	1/28	0.1310292553948657	0.1984863653151335	0	0	7.434717545828657	15.109834134055738	POLR2B
PERK-regulated gene expression	1/28	0.1310292553948657	0.1984863653151335	0	0	7.434717545828657	15.109834134055738	CXCL8
Signaling by FGFR in disease	2/128	0.13453591644741028	0.19961871501780648	0	0	3.202785876255264	6.424545308435403	CDKN1A;ITPR3
HIV factor interactions with host	2/128	0.13453591644741028	0.19961871501780648	0	0	3.202785876255264	6.424545308435403	PSMD6;PSMB8
RNA polymerase	1/29	0.13538019382269004	0.19961871501780648	0	0	7.1688311688311686	14.335283778329618	POLR2B
S1P/S1P3 pathway	1/29	0.13538019382269004	0.19961871501780648	0	0	7.1688311688311686	14.335283778329618	VEGFA
Sema4D in semaphorin signaling	1/29	0.13538019382269004	0.19961871501780648	0	0	7.1688311688311686	14.335283778329618	RHOB
Skeletal myogenesis control by HDAC and calcium/calmodulin-dependent kinase (CaMK)	1/29	0.13538019382269004	0.19961871501780648	0	0	7.1688311688311686	14.335283778329618	PPP3CC
Statin pathway	1/29	0.13538019382269004	0.19961871501780648	0	0	7.1688311688311686	14.335283778329618	APOE
Transferrin endocytosis and recycling	1/29	0.13538019382269004	0.19961871501780648	0	0	7.1688311688311686	14.335283778329618	ATP6V1E2
Integrin beta-2 pathway	1/29	0.13538019382269004	0.19961871501780648	0	0	7.1688311688311686	14.335283778329618	ICAM3
Lipoprotein metabolism	1/29	0.13538019382269004	0.19961871501780648	0	0	7.1688311688311686	14.335283778329618	APOE
