Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Platelet activation, signaling and aggregation	4/205	0.019594044964871927	0.06462597286659513	0	0	4.083540630182421	16.05864434886333	SERPINE1;MAPK14;PRKCZ;THBS1
PI3K events in ERBB2 signaling	2/44	0.020429483861515323	0.0669897028947363	0	0	9.649173955296405	37.54277574025534	CDKN1A;HBEGF
RhoA signaling pathway	2/45	0.02131096041448218	0.06868218099295971	0	0	9.424299952539155	36.26973658038426	JUN;PRKCZ
Wnt interactions in lipid metabolism and immune response	2/45	0.02131096041448218	0.06868218099295971	0	0	9.424299952539155	36.26973658038426	SIAH2;APOE
Interleukin-3 signaling pathway	2/45	0.02131096041448218	0.06868218099295971	0	0	9.424299952539155	36.26973658038426	JUN;CXCL8
Immunoregulatory interactions between a lymphoid and a non-lymphoid cell	3/119	0.021874299104735526	0.07009718576744793	0	0	5.274795591894774	20.16260489683167	KIR2DL1;KIR2DL3;KIR2DL4
Notch signaling pathway	3/121	0.02284271060386328	0.07278694226315757	0	0	5.18486807618382	19.594255356497303	CDKN1A;FURIN;BIRC3
Delta Np63 pathway	2/47	0.02312055761715071	0.07325839604535393	0	0	9.004535147392291	33.92038210413699	CDKN2A;IGFBP3
Signaling by PDGF	3/122	0.023335570915909605	0.07352660333281015	0	0	5.141037858442346	19.318870909741264	CDKN1A;FURIN;THBS1
ATM pathway	2/48	0.024048330053217173	0.07535143416674714	0	0	8.808340727595386	32.83476119194659	CDKN1A;JUN
Phospholipase C delta-1 interactions in phospholipid-associated cell signaling	1/5	0.024753528718293626	0.07577973266848301	0	0	50.24242424242424	185.83603697375267	TGM2
Kit receptor transcriptional targets	1/5	0.024753528718293626	0.07577973266848301	0	0	50.24242424242424	185.83603697375267	SLC2A1
Maturation of Notch precursor via proteolytic cleavage	1/5	0.024753528718293626	0.07577973266848301	0	0	50.24242424242424	185.83603697375267	FURIN
Angiopoietin receptor Tie2-mediated signaling	2/49	0.024991188433223118	0.07577973266848301	0	0	8.620495006513243	31.803005852102093	CDKN1A;MAPK14
Ceramide signaling pathway	2/49	0.024991188433223118	0.07577973266848301	0	0	8.620495006513243	31.803005852102093	PRKCZ;BIRC3
G alpha 12 pathway	2/49	0.024991188433223118	0.07577973266848301	0	0	8.620495006513243	31.803005852102093	JUN;MAPK14
Type II interferon signaling (interferon-gamma)	2/50	0.025948961945953097	0.07826317934501362	0	0	8.44047619047619	30.82144266223132	IFNG;GBP1
PI3K pathway	2/53	0.028910084539220875	0.08673025361766262	0	0	7.942777110844338	28.145745374205482	CDKN2A;PRKCZ
Focal adhesion	4/233	0.029557234253209632	0.0870409549710847	0	0	3.5791484716157207	12.603709174137336	JUN;FLNB;THBS1;BIRC3
ADP signalling through P2Y purinoceptor 1	1/6	0.029630963394411815	0.0870409549710847	0	0	40.19191919191919	141.432767389918	MAPK14
Proteolysis and signaling pathway of Notch	1/6	0.029630963394411815	0.0870409549710847	0	0	40.19191919191919	141.432767389918	FURIN
Low-density lipoprotein (LDL) pathway during atherogenesis	1/6	0.029630963394411815	0.0870409549710847	0	0	40.19191919191919	141.432767389918	LDLR
RANKL signaling pathway	2/54	0.02992583628203801	0.08745166664802817	0	0	7.789638932496075	27.334100710931292	JUN;MAPK14
TNF-alpha effects on cytokine activity, cell motility, and apoptosis	3/135	0.03026696369023689	0.0879926160891423	0	0	4.631677600749765	16.200211650899902	CXCL8;BIRC3;HBEGF
Ubiquitin-mediated proteolysis	3/136	0.030840345798215468	0.0890765152077322	0	0	4.596620417021937	15.991327643666999	SIAH1;UBE2L6;BIRC3
Calcineurin-dependent NFAT signaling role in lymphocytes	2/55	0.03095566840552396	0.0890765152077322	0	0	7.642279553330766	26.55844340345009	MAPK14;PRKCZ
Signal transduction	10/1020	0.031316560870637916	0.08965756513218165	0	0	2.078107810781078	7.1977512955972855	CX3CR1;JUN;CDKN1A;CDKN2B;CXCL8;ARAP2;CCL3;FURIN;MAPK14;HBEGF
Cytosolic DNA-sensing pathway	2/56	0.03199941777272016	0.09114985668593016	0	0	7.500377928949358	25.81658262777106	AIM2;POLR1D
Pre-NOTCH expression and processing	2/57	0.03305692249429009	0.09322052143389804	0	0	7.363636363636363	25.106496966632545	JUN;FURIN
SHP2 signaling	2/57	0.03305692249429009	0.09322052143389804	0	0	7.363636363636363	25.106496966632545	IFNG;JAK3
Apoptosis	4/242	0.03329421117702152	0.09342256270567233	0	0	3.4422268907563027	11.711735480752989	JUN;CDKN2A;DAPK2;BIRC3
Arachidonate epoxygenase/epoxide hydrolase pathway	1/7	0.03448424920041465	0.09487373926357981	0	0	33.49158249158249	112.77461836050252	EPHX2
SARS coronavirus protease	1/7	0.03448424920041465	0.09487373926357981	0	0	33.49158249158249	112.77461836050252	MAPK14
FXR and LXR regulation of cholesterol metabolism	1/7	0.03448424920041465	0.09487373926357981	0	0	33.49158249158249	112.77461836050252	LDLR
Highly sodium permeable acetylcholine nicotinic receptors	1/7	0.03448424920041465	0.09487373926357981	0	0	33.49158249158249	112.77461836050252	CHRNA3
Proepithelin conversion to epithelin and wound repair control	1/8	0.03931350415205654	0.10609003034334874	0	0	28.705627705627705	92.89678500716381	CXCL8
SREBP control of lipid biosynthesis	1/8	0.03931350415205654	0.10609003034334874	0	0	28.705627705627705	92.89678500716381	LDLR
Vitamin C (ascorbate) metabolism	1/8	0.03931350415205654	0.10609003034334874	0	0	28.705627705627705	92.89678500716381	SLC2A1
Organic cation transport	1/8	0.03931350415205654	0.10609003034334874	0	0	28.705627705627705	92.89678500716381	SLC22A4
Endothelins	2/64	0.040831265524650134	0.10966111312334606	0	0	6.529953917050691	20.88479849248963	JUN;MAPK14
Glioma	2/65	0.04199313241076799	0.11224704587522819	0	0	6.425979915775834	20.371957610722255	CDKN1A;CDKN2A
Myometrial relaxation and contraction pathways	3/155	0.04281109238449092	0.11389366087194755	0	0	4.018176885512751	12.661106772029475	JUN;IGFBP3;PRKCZ
Thyroid-stimulating hormone signaling pathway	2/66	0.04316735256679497	0.11430228566982331	0	0	6.325255102040816	19.87819449312978	JUN;MAPK14
Pyrimidine salvage reactions	1/9	0.0441188457824273	0.1151992084318935	0	0	25.116161616161616	78.3842312444799	DCK
Rapid glucocorticoid receptor pathway	1/9	0.0441188457824273	0.1151992084318935	0	0	25.116161616161616	78.3842312444799	MAPK14
EGFR transactivation by gastrin	1/9	0.0441188457824273	0.1151992084318935	0	0	25.116161616161616	78.3842312444799	HBEGF
Telomerase regulation	2/67	0.04435377617601188	0.11527893900124747	0	0	6.227629513343799	19.402537395096388	JUN;IFNG
NFAT involvement in hypertrophy of the heart	2/69	0.04676264021877073	0.12098224350177382	0	0	6.041120925982333	18.501963939065423	MAPK14;HBEGF
Antiviral mechanism by interferon-stimulated genes	2/70	0.04798478677458479	0.12245891285459647	0	0	5.951980792316927	18.075399411278084	UBE2L6;FLNB
Renal cell carcinoma	2/70	0.04798478677458479	0.12245891285459647	0	0	5.951980792316927	18.075399411278084	JUN;SLC2A1
Complement and coagulation cascades	2/70	0.04798478677458479	0.12245891285459647	0	0	5.951980792316927	18.075399411278084	PLAU;SERPINE1
DCC role in regulating apoptosis	1/10	0.04890039114183046	0.12337449619449053	0	0	22.32435465768799	67.37423003045056	DAPK2
Free radical-induced apoptosis	1/10	0.04890039114183046	0.12337449619449053	0	0	22.32435465768799	67.37423003045056	CXCL8
RIG-I-like receptor signaling pathway	2/71	0.04921854901375952	0.12337449619449053	0	0	5.865424430641822	17.663636014354466	CXCL8;MAPK14
Melanoma	2/71	0.04921854901375952	0.12337449619449053	0	0	5.865424430641822	17.663636014354466	CDKN1A;CDKN2A
Chronic myeloid leukemia	2/73	0.05172034528607497	0.1285034129574726	0	0	5.699626329405001	16.881746303056282	CDKN1A;CDKN2A
Myc repressed pathway	2/73	0.05172034528607497	0.1285034129574726	0	0	5.699626329405001	16.881746303056282	CDKN1A;CDKN2B
Seven transmembrane receptor signaling through beta-arrestin	2/74	0.05298809449300122	0.12933015729695385	0	0	5.620181405895692	16.510339602462818	PPP2R2B;MAPK14
Down syndrome cell adhesion molecule (DSCAM) interactions	1/11	0.05365825675086383	0.12933015729695385	0	0	20.09090909090909	58.768318421882675	MAPK14
Erythropoietin-mediated neuroprotection through NF-kB	1/11	0.05365825675086383	0.12933015729695385	0	0	20.09090909090909	58.768318421882675	CDKN1A
Vitamin C in the brain	1/11	0.05365825675086383	0.12933015729695385	0	0	20.09090909090909	58.768318421882675	SLC2A1
Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	1/11	0.05365825675086383	0.12933015729695385	0	0	20.09090909090909	58.768318421882675	FURIN
Glypican-3 pathway	1/11	0.05365825675086383	0.12933015729695385	0	0	20.09090909090909	58.768318421882675	FURIN
Osteopontin signaling	1/11	0.05365825675086383	0.12933015729695385	0	0	20.09090909090909	58.768318421882675	PLAU
Prolactin activation of MAPK signaling	2/75	0.05426688973122658	0.12968866867971096	0	0	5.542913055633212	16.15116734069409	JUN;MAPK14
Glycolysis and gluconeogenesis	2/75	0.05426688973122658	0.12968866867971096	0	0	5.542913055633212	16.15116734069409	LDHB;SLC2A1
Mitochondrial pathway of apoptosis: caspases	2/77	0.05685706083640968	0.13497296327526492	0	0	5.394557823129252	15.467356382357153	HSPA1B;BIRC3
Parkin role in the ubiquitin-proteasomal pathway	1/12	0.05839255858007915	0.13497296327526492	0	0	18.26354453627181	51.878818604154176	UBE2L6
Pyrimidine catabolism	1/12	0.05839255858007915	0.13497296327526492	0	0	18.26354453627181	51.878818604154176	NT5E
SODD/TNFR1 signaling pathway	1/12	0.05839255858007915	0.13497296327526492	0	0	18.26354453627181	51.878818604154176	BIRC3
Salmonella infection	1/12	0.05839255858007915	0.13497296327526492	0	0	18.26354453627181	51.878818604154176	WASF1
D4-GDI signaling pathway	1/12	0.05839255858007915	0.13497296327526492	0	0	18.26354453627181	51.878818604154176	JUN
Facilitative sodium-independent glucose transporters	1/12	0.05839255858007915	0.13497296327526492	0	0	18.26354453627181	51.878818604154176	SLC2A1
Gamma-aminobutyric acid receptor life cycle	1/12	0.05839255858007915	0.13497296327526492	0	0	18.26354453627181	51.878818604154176	GABARAP
Metabolism	13/1615	0.058850162004298705	0.13547547498132437	0	0	1.7067315281185873	4.834761985411499	EPHX2;DCK;AGMAT;LDHB;NT5E;PNP;POLR1D;CMPK2;PHGDH;APOE;ANGPTL4;LDLRAP1;LDLR
MAP kinase signaling pathway	2/81	0.06216388427865964	0.1412314461116556	0	0	5.120382330147248	14.224325268693594	JUN;MAPK14
Signal regulatory protein (SIRP) family interactions	1/13	0.06310341209244187	0.1412314461116556	0	0	16.74074074074074	46.254339159717055	SIRPG
TACI and BCMA stimulation of B cell immune responses	1/13	0.06310341209244187	0.1412314461116556	0	0	16.74074074074074	46.254339159717055	MAPK14
Ghrelin-mediated regulation of food intake and energy homeostasis	1/13	0.06310341209244187	0.1412314461116556	0	0	16.74074074074074	46.254339159717055	IGFBP3
Interleukin-22 soluble receptor signaling pathway	1/13	0.06310341209244187	0.1412314461116556	0	0	16.74074074074074	46.254339159717055	JAK3
MAP kinase downregulation by phosphorylation of MEK1 by Cdk5/p35	1/13	0.06310341209244187	0.1412314461116556	0	0	16.74074074074074	46.254339159717055	EGR1
Organic cation/anion/zwitterion transport	1/13	0.06310341209244187	0.1412314461116556	0	0	16.74074074074074	46.254339159717055	SLC22A4
Response to elevated platelet cytosolic calcium	2/83	0.06487838023453162	0.1440606553239206	0	0	4.99344923154447	13.658286245847663	SERPINE1;THBS1
T cell signal transduction	2/83	0.06487838023453162	0.1440606553239206	0	0	4.99344923154447	13.658286245847663	MAPK14;PRKCZ
Small cell lung cancer	2/84	0.06625043590600445	0.14537675187450838	0	0	4.9323046291687405	13.387819731164345	CDKN2B;BIRC3
AKT phosphorylation of cytosolic targets	1/14	0.0677909321684321	0.14537675187450838	0	0	15.452214452214452	41.58695944336839	CDKN1A
Acetylcholine binding and downstream events	1/14	0.0677909321684321	0.14537675187450838	0	0	15.452214452214452	41.58695944336839	CHRNA3
Polyamine metabolism	1/14	0.0677909321684321	0.14537675187450838	0	0	15.452214452214452	41.58695944336839	AGMAT
Adhesion and diapedesis of lymphocytes	1/14	0.0677909321684321	0.14537675187450838	0	0	15.452214452214452	41.58695944336839	CXCL8
T cell receptor/JNK pathway	1/14	0.0677909321684321	0.14537675187450838	0	0	15.452214452214452	41.58695944336839	JUN
DCC-mediated attractive signaling	1/14	0.0677909321684321	0.14537675187450838	0	0	15.452214452214452	41.58695944336839	ABLIM1
Interferon gamma signaling regulation	1/14	0.0677909321684321	0.14537675187450838	0	0	15.452214452214452	41.58695944336839	IFNG
MAP kinase inactivation of SMRT corepressor	1/14	0.0677909321684321	0.14537675187450838	0	0	15.452214452214452	41.58695944336839	MAPK14
Peptide G-protein coupled receptors	3/192	0.0717418991703997	0.15079244100014969	0	0	3.2254950090001637	8.498148268482408	CX3CR1;CXCL8;CCL3
Androgen receptor signaling, proteolysis, and transcription regulation	2/88	0.07183435427290809	0.15079244100014969	0	0	4.701945894636925	12.382068798517093	CDKN1A;JUN
HIF-1 degradation in normoxia	2/88	0.07183435427290809	0.15079244100014969	0	0	4.701945894636925	12.382068798517093	MAPK14;PRKCZ
Repression of pain sensation by the transcriptional regulator DREAM	1/15	0.07245523317560384	0.15079244100014969	0	0	14.347763347763347	37.659813836990104	JUN
Calcium signaling by HBx of hepatitis B virus	1/15	0.07245523317560384	0.15079244100014969	0	0	14.347763347763347	37.659813836990104	JUN
HDL-mediated lipid transport	1/15	0.07245523317560384	0.15079244100014969	0	0	14.347763347763347	37.659813836990104	APOE
Hematopoiesis regulation by cytokines	1/15	0.07245523317560384	0.15079244100014969	0	0	14.347763347763347	37.659813836990104	CXCL8
Interleukin-17 signaling pathway	1/15	0.07245523317560384	0.15079244100014969	0	0	14.347763347763347	37.659813836990104	CXCL8
Thymic stromal lymphopoietin (TSLP) pathway	2/90	0.07468194968548275	0.15485521920078044	0	0	4.594619666048238	11.920818158765337	CXCL8;CCL3
Cell cycle	5/453	0.07694569623303567	0.15529423541733067	0	0	2.2852443609022557	5.860864175460557	CDKN1A;CDKN2B;CDKN2A;MYBL2;NDEL1
Amino acid biosynthesis and interconversion (transamination)	1/16	0.0770964289305897	0.15529423541733067	0	0	13.390572390572391	34.31599732708391	PHGDH
Rb tumor suppressor/checkpoint signaling in response to DNA damage	1/16	0.0770964289305897	0.15529423541733067	0	0	13.390572390572391	34.31599732708391	CDKN1A
SREBF and miR-33 in cholesterol and lipid homeostasis	1/16	0.0770964289305897	0.15529423541733067	0	0	13.390572390572391	34.31599732708391	LDLR
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	1/16	0.0770964289305897	0.15529423541733067	0	0	13.390572390572391	34.31599732708391	PRKCZ
Hypoxia-inducible factor in the cardivascular system	1/16	0.0770964289305897	0.15529423541733067	0	0	13.390572390572391	34.31599732708391	JUN
Interleukin-10 anti-inflammatory signaling pathway	1/16	0.0770964289305897	0.15529423541733067	0	0	13.390572390572391	34.31599732708391	MAPK14
Interleukin-9 signaling pathway	1/16	0.0770964289305897	0.15529423541733067	0	0	13.390572390572391	34.31599732708391	JAK3
Signaling by ERBB4	2/93	0.07902008216924429	0.15569950279309933	0	0	4.442475891455484	11.27524039277228	CDKN1A;HBEGF
Axon guidance	4/325	0.08021610955073268	0.15569950279309933	0	0	2.541407061266874	6.412048588422785	ABLIM1;SIAH2;SIAH1;RHOC
Fc gamma receptor-mediated phagocytosis	2/94	0.08048343457235077	0.15569950279309933	0	0	4.39396628216504	11.071493966406615	WASF1;FCGR1A
Platelet sensitization by LDL	1/17	0.08171463267155567	0.15569950279309933	0	0	12.553030303030303	31.43934295429433	MAPK14
Renin-angiotensin system	1/17	0.08171463267155567	0.15569950279309933	0	0	12.553030303030303	31.43934295429433	MME
Atypical NF-kappaB pathway	1/17	0.08171463267155567	0.15569950279309933	0	0	12.553030303030303	31.43934295429433	MAPK14
Cadmium-induced DNA biosynthesis and proliferation in macrophages	1/17	0.08171463267155567	0.15569950279309933	0	0	12.553030303030303	31.43934295429433	JUN
Cells and molecules involved in local acute inflammatory response	1/17	0.08171463267155567	0.15569950279309933	0	0	12.553030303030303	31.43934295429433	CXCL8
Syndecan 3 pathway	1/17	0.08171463267155567	0.15569950279309933	0	0	12.553030303030303	31.43934295429433	CXCL8
TAK1-mediated activation of p38 MAPK	1/17	0.08171463267155567	0.15569950279309933	0	0	12.553030303030303	31.43934295429433	MAPK14
Dendritic cells in regulating TH1 and TH2 development	1/17	0.08171463267155567	0.15569950279309933	0	0	12.553030303030303	31.43934295429433	IFNG
Destabilization of mRNA by KSRP	1/17	0.08171463267155567	0.15569950279309933	0	0	12.553030303030303	31.43934295429433	MAPK14
Inflammasomes	1/17	0.08171463267155567	0.15569950279309933	0	0	12.553030303030303	31.43934295429433	AIM2
Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)	1/17	0.08171463267155567	0.15569950279309933	0	0	12.553030303030303	31.43934295429433	IGFBP3
Integrin beta-5 pathway	1/17	0.08171463267155567	0.15569950279309933	0	0	12.553030303030303	31.43934295429433	PLAU
NO2-dependent IL-12 pathway in NK cells	1/17	0.08171463267155567	0.15569950279309933	0	0	12.553030303030303	31.43934295429433	IFNG
Adaptive immune system	6/606	0.0833362669507848	0.1579112562485483	0	0	2.0531914893617023	5.101916907134619	CDKN1A;UBE2L6;KIR2DL1;FCGR1A;KIR2DL3;KIR2DL4
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	2/96	0.08343538007458758	0.1579112562485483	0	0	4.300043421623969	10.679944049183515	SLC22A4;SLC2A1
Pre-NOTCH processing in Golgi	1/18	0.08630995715059277	0.16118813189713352	0	0	11.81402257872846	28.942114306609312	FURIN
Serotonin receptor 4/6/7 and NR3C signaling	1/18	0.08630995715059277	0.16118813189713352	0	0	11.81402257872846	28.942114306609312	EGR1
Effect of METS on macrophage differentiation	1/18	0.08630995715059277	0.16118813189713352	0	0	11.81402257872846	28.942114306609312	JUN
Human cytomegalovirus and MAP kinase pathways	1/18	0.08630995715059277	0.16118813189713352	0	0	11.81402257872846	28.942114306609312	MAPK14
Antigen-activated B-cell receptor generation of second messengers	3/211	0.08925183079658232	0.16534754257550138	0	0	2.928033306899286	7.074987394587304	JUN;MAPK14;PRKCZ
Apoptosis modulation by HSP70	1/19	0.09088251453617983	0.16534754257550138	0	0	11.15712682379349	26.75688382123247	HSPA1B
STAT3 pathway	1/19	0.09088251453617983	0.16534754257550138	0	0	11.15712682379349	26.75688382123247	JAK3
Signaling by NODAL	1/19	0.09088251453617983	0.16534754257550138	0	0	11.15712682379349	26.75688382123247	FURIN
Calcineurin in effects in keratinocyte differentiation	1/19	0.09088251453617983	0.16534754257550138	0	0	11.15712682379349	26.75688382123247	CDKN1A
G-protein-independent seven transmembrane receptor signaling	1/19	0.09088251453617983	0.16534754257550138	0	0	11.15712682379349	26.75688382123247	MAPK14
Hypoxic and oxygen homeostasis regulation of HIF-1-alpha	1/19	0.09088251453617983	0.16534754257550138	0	0	11.15712682379349	26.75688382123247	CDKN2A
Lissencephaly gene (LIS1) in neuronal migration and development	1/19	0.09088251453617983	0.16534754257550138	0	0	11.15712682379349	26.75688382123247	NDEL1
Signaling by ERBB2	2/102	0.09248468910980343	0.16772142976826088	0	0	4.040816326530612	9.620020610565179	CDKN1A;HBEGF
GATA3-mediated activation of Th2 cytokine expression	1/20	0.09543241646248146	0.17110247843385595	0	0	10.569377990430622	24.83103038927071	MAPK14
Interleukin-3 regulation of hematopoietic cells	1/20	0.09543241646248146	0.17110247843385595	0	0	10.569377990430622	24.83103038927071	CXCL8
Nerve growth factor (NGF) pathway	1/20	0.09543241646248146	0.17110247843385595	0	0	10.569377990430622	24.83103038927071	JUN
Interleukin-4 signaling pathway	2/104	0.09556255444444083	0.17110247843385595	0	0	3.961184473789516	9.300759047174036	MAPK14;JAK3
Signaling by NGF	3/221	0.09912268730088447	0.17563025717859776	0	0	2.7923011444244774	6.454116294081024	CDKN1A;FURIN;MAPK14
Y branching of actin filaments	1/21	0.0999597740324998	0.17563025717859776	0	0	10.04040404040404	23.122924333288797	WASF1
p38 MK2 pathway	1/21	0.0999597740324998	0.17563025717859776	0	0	10.04040404040404	23.122924333288797	MAPK14
IGF1 signaling pathway	1/21	0.0999597740324998	0.17563025717859776	0	0	10.04040404040404	23.122924333288797	JUN
Mitochondrial role in apoptotic signaling	1/21	0.0999597740324998	0.17563025717859776	0	0	10.04040404040404	23.122924333288797	BIRC3
Nicotine activity on dopaminergic neurons	1/21	0.0999597740324998	0.17563025717859776	0	0	10.04040404040404	23.122924333288797	CHRNA3
Epstein-Barr virus LMP1 signaling	1/22	0.10446469781910508	0.18297543344712816	0	0	9.561808561808562	21.59922753970687	CXCL8
Leptin influence on immune response	2/110	0.10496798910782039	0.18328775807062136	0	0	3.739984882842026	8.430299329552396	CX3CR1;IFNG
RNA polymerase III transcription termination	1/23	0.10894729783603285	0.1862008363015834	0	0	9.1267217630854	20.232947516534363	POLR1D
CREB transcription factor and its extracellular signals	1/23	0.10894729783603285	0.1862008363015834	0	0	9.1267217630854	20.232947516534363	MAPK14
Th1/Th2 differentiation pathway	1/23	0.10894729783603285	0.1862008363015834	0	0	9.1267217630854	20.232947516534363	IFNG
Eicosanoid metabolism	1/23	0.10894729783603285	0.1862008363015834	0	0	9.1267217630854	20.232947516534363	EPHX2
Interleukin-11 pathway	1/23	0.10894729783603285	0.1862008363015834	0	0	9.1267217630854	20.232947516534363	JUN
Mitochondrial pathway of apoptosis: antiapoptotic Bcl-2 family	1/23	0.10894729783603285	0.1862008363015834	0	0	9.1267217630854	20.232947516534363	MAPK14
Modulation of interferon signaling by chaperones	1/23	0.10894729783603285	0.1862008363015834	0	0	9.1267217630854	20.232947516534363	IFNG
Inhibition of cellular proliferation by Gleevec	1/24	0.11340768358102403	0.1932384699084518	0	0	8.729468599033817	19.002011610155247	JUN
CXCR4 signaling pathway	2/116	0.11461325829541329	0.19470445083919607	0	0	3.5420694593626925	7.672801780572879	RHOC;PRKCZ
Phosphoinositides and their downstream targets	1/25	0.11784596404042172	0.19491238627213447	0	0	8.365319865319865	17.88820673407011	PRKCZ
Alpha-9 beta-1 integrin pathway	1/25	0.11784596404042172	0.19491238627213447	0	0	8.365319865319865	17.88820673407011	TGM2
RNA polymerase I transcription initiation	1/25	0.11784596404042172	0.19491238627213447	0	0	8.365319865319865	17.88820673407011	POLR1D
SHC1 events in ERBB2 signaling	1/25	0.11784596404042172	0.19491238627213447	0	0	8.365319865319865	17.88820673407011	HBEGF
C-Myc pathway	1/25	0.11784596404042172	0.19491238627213447	0	0	8.365319865319865	17.88820673407011	CDKN2A
Corticotropin releasing hormone pathway	1/25	0.11784596404042172	0.19491238627213447	0	0	8.365319865319865	17.88820673407011	CXCL8
TPO signaling pathway	1/25	0.11784596404042172	0.19491238627213447	0	0	8.365319865319865	17.88820673407011	JUN
G0 and early G1 pathway	1/25	0.11784596404042172	0.19491238627213447	0	0	8.365319865319865	17.88820673407011	MYBL2
Ghrelin pathway	1/25	0.11784596404042172	0.19491238627213447	0	0	8.365319865319865	17.88820673407011	CXCL8
Signaling by NOTCH	2/119	0.11951887729229536	0.19710130641185553	0	0	3.4507238792953077	7.330307004338375	JUN;FURIN
Disease	6/674	0.1216666600847961	0.19987219612338963	0	0	1.8376863294687222	3.8710316152397275	LDHB;CDKN1A;CXCL8;IGFBP3;RPL22;MFGE8
Interleukin-27-mediated signaling events	1/26	0.12226224762866918	0.19987219612338963	0	0	8.030303030303031	16.876380218002918	IFNG
Interleukin-9 regulation of target genes	1/26	0.12226224762866918	0.19987219612338963	0	0	8.030303030303031	16.876380218002918	CCL3
Rho GTPase cycle	2/123	0.1261397529272332	0.2029384836897563	0	0	3.3359757125990894	6.906686810673667	ARAP2;RHOC
RNA polymerase III transcription initiation from type 2 promoter	1/27	0.12665664230282664	0.2029384836897563	0	0	7.721056721056721	15.953830010816358	POLR1D
Cell cycle: G2/M checkpoint	1/27	0.12665664230282664	0.2029384836897563	0	0	7.721056721056721	15.953830010816358	CDKN1A
eIF4E and p70 S6 kinase regulation	1/27	0.12665664230282664	0.2029384836897563	0	0	7.721056721056721	15.953830010816358	MAPK14
FSH signaling pathway	1/27	0.12665664230282664	0.2029384836897563	0	0	7.721056721056721	15.953830010816358	MAPK14
Insulin regulation of blood glucose	1/27	0.12665664230282664	0.2029384836897563	0	0	7.721056721056721	15.953830010816358	PRKCZ
Oxidative stress	1/27	0.12665664230282664	0.2029384836897563	0	0	7.721056721056721	15.953830010816358	MAPK14
PTM: gamma carboxylation, hypusine formation and arylsulfatase activation	1/28	0.1310292553948657	0.20605967094678257	0	0	7.434717545828657	15.109834134055738	FURIN
RNA polymerase III transcription initiation From type 3 promoter	1/28	0.1310292553948657	0.20605967094678257	0	0	7.434717545828657	15.109834134055738	POLR1D
TGF-beta receptor activation of SMADs	1/28	0.1310292553948657	0.20605967094678257	0	0	7.434717545828657	15.109834134055738	FURIN
Interleukin receptor SHC signaling	1/28	0.1310292553948657	0.20605967094678257	0	0	7.434717545828657	15.109834134055738	JAK3
PERK-regulated gene expression	1/28	0.1310292553948657	0.20605967094678257	0	0	7.434717545828657	15.109834134055738	CXCL8
SLC-mediated transmembrane transport	3/251	0.13116196127104565	0.20605967094678257	0	0	2.4507815098104424	4.978327314286831	SLC22A4;SLC2A1;SLC16A10
Neurotrophin signaling pathway	2/126	0.13116209551399813	0.20605967094678257	0	0	3.2547728768926927	6.611489635394594	JUN;MAPK14
ADP-ribosylation factor	1/29	0.13538019382269004	0.20805021611988334	0	0	7.1688311688311686	14.335283778329618	ARAP2
RNA polymerase	1/29	0.13538019382269004	0.20805021611988334	0	0	7.1688311688311686	14.335283778329618	POLR1D
Sema4D in semaphorin signaling	1/29	0.13538019382269004	0.20805021611988334	0	0	7.1688311688311686	14.335283778329618	RHOC
CDO in myogenesis	1/29	0.13538019382269004	0.20805021611988334	0	0	7.1688311688311686	14.335283778329618	MAPK14
Skeletal myogenesis control by HDAC and calcium/calmodulin-dependent kinase (CaMK)	1/29	0.13538019382269004	0.20805021611988334	0	0	7.1688311688311686	14.335283778329618	MAPK14
IGF1 pathway	1/29	0.13538019382269004	0.20805021611988334	0	0	7.1688311688311686	14.335283778329618	PRKCZ
Influence of Ras and Rho proteins on G1 to S transition	1/29	0.13538019382269004	0.20805021611988334	0	0	7.1688311688311686	14.335283778329618	CDKN1A
Integrin beta-2 pathway	1/29	0.13538019382269004	0.20805021611988334	0	0	7.1688311688311686	14.335283778329618	PLAU
Cell-cell communication	2/129	0.13623023037232268	0.20822181552842817	0	0	3.177406395629118	6.333870360024791	SIRPG;MAPK14
PDGFB signaling pathway	2/129	0.13623023037232268	0.20822181552842817	0	0	3.177406395629118	6.333870360024791	JUN;PPP2R2B
Activation of matrix metalloproteinases	1/30	0.13970956391884184	0.20845553981541481	0	0	6.921281783350749	13.622394510819323	FURIN
Retinoic acid receptor-mediated signaling	1/30	0.13970956391884184	0.20845553981541481	0	0	6.921281783350749	13.622394510819323	MAPK14
Signaling pathway from G-protein families	1/30	0.13970956391884184	0.20845553981541481	0	0	6.921281783350749	13.622394510819323	JUN
p38-alpha and p38-beta regulation	1/30	0.13970956391884184	0.20845553981541481	0	0	6.921281783350749	13.622394510819323	MAPK14
Interferon-beta enhancer pathway	1/30	0.13970956391884184	0.20845553981541481	0	0	6.921281783350749	13.622394510819323	JUN
Interleukin-2/STAT5 pathway	1/30	0.13970956391884184	0.20845553981541481	0	0	6.921281783350749	13.622394510819323	JAK3
