Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Vibrio cholerae infection	1/50	0.22192691156038513	0.26394857528779536	0	0	4.092145949288806	6.1603458876211565	ATP6V1E2
Alcoholism	2/186	0.23831340617416621	0.2817705567118083	0	0	2.186779059449867	3.136209947287738	HAT1;CALML4
Regulation of lipolysis in adipocytes	1/55	0.2412348616553018	0.2835567672088636	0	0	3.7123082678638233	5.278844037828421	PIK3CD
Hedgehog signaling pathway	1/56	0.24503914356804327	0.2863538828905622	0	0	3.644628099173554	5.125576482532065	SPOP
Long-term depression	1/60	0.26006835626766184	0.3004237908609197	0	0	3.396849854476973	4.574913980988086	ITPR3
Viral myocarditis	1/60	0.26006835626766184	0.3004237908609197	0	0	3.396849854476973	4.574913980988086	CYCS
Lysine degradation	1/63	0.2711455282609312	0.3114300067454124	0	0	3.231997393287716	4.218078497375417	EZH2
Cortisol synthesis and secretion	1/65	0.2784389392137884	0.31798992489756517	0	0	3.1306818181818183	4.00275356439037	ITPR3
Acute myeloid leukemia	1/67	0.28566008980872587	0.3243936613082141	0	0	3.0355065809611266	3.8033460819667058	PIK3CD
Mitophagy	1/68	0.2892437892552286	0.3247933052530779	0	0	2.990049751243781	3.7091130169332227	JUN
Retinol metabolism	1/68	0.2892437892552286	0.3247933052530779	0	0	2.990049751243781	3.7091130169332227	DHRS3
Central carbon metabolism in cancer	1/70	0.29635787620352466	0.3291046028558478	0	0	2.9030888596105986	3.530700422312052	PIK3CD
Prolactin signaling pathway	1/70	0.29635787620352466	0.3291046028558478	0	0	2.9030888596105986	3.530700422312052	PIK3CD
Adherens junction	1/71	0.2998884383134025	0.3311954730823841	0	0	2.8614718614718613	3.446198601550195	TGFBR2
Thyroid hormone synthesis	1/75	0.31383616164844547	0.34470529230239094	0	0	2.7062517062517064	3.1362323637249645	ITPR3
Synaptic vesicle cycle	1/78	0.32411609442991285	0.3540616031544157	0	0	2.600419782237964	2.929772078325152	ATP6V1E2
Insulin secretion	1/86	0.3507897886854045	0.3790792877729371	0	0	2.354723707664884	2.46673350535558	ITPR3
Taste transduction	1/86	0.3507897886854045	0.3790792877729371	0	0	2.354723707664884	2.46673350535558	ITPR3
Melanogenesis	1/101	0.3980246944821334	0.42782333471074235	0	0	2.0	1.8424824583699577	CALML4
Pancreatic secretion	1/102	0.40104984239534247	0.42878201234821184	0	0	1.9800980098009802	1.8091552855878605	ITPR3
Insulin resistance	1/108	0.41888723576300985	0.44313860204402616	0	0	1.8684980647597471	1.6258801725332535	PIK3CD
Ribosome biogenesis in eukaryotes	1/108	0.41888723576300985	0.44313860204402616	0	0	1.8684980647597471	1.6258801725332535	NXT1
Serotonergic synapse	1/113	0.43334921883721866	0.45603765961403636	0	0	1.7846320346320346	1.4923295915180979	ITPR3
Thyroid hormone signaling pathway	1/121	0.4557507025779253	0.4771140167612656	0	0	1.664983164983165	1.308359295077608	PIK3CD
Oxidative phosphorylation	1/133	0.487719053875974	0.5079353877153926	0	0	1.512702785430058	1.0861444222602046	ATP6V1E2
Systemic lupus erythematosus	1/135	0.4928632963661163	0.5106470235545845	0	0	1.4899743705713855	1.0541917813157848	IFNG
Ubiquitin mediated proteolysis	1/140	0.5055012372413341	0.5210551214641443	0	0	1.4360148245040332	0.9796561960455777	UBE2J1
Signaling pathways regulating pluripotency of stem cells	1/143	0.5129338125908852	0.5260188588304486	0	0	1.4054630815194196	0.9382990468495095	PIK3CD
Cell adhesion molecules	1/148	0.5250764322021929	0.533032135720408	0	0	1.3573146430289287	0.874397623216168	ICAM3
Retrograde endocannabinoid signaling	1/148	0.5250764322021929	0.533032135720408	0	0	1.3573146430289287	0.874397623216168	ITPR3
Spliceosome	1/150	0.5298491312613169	0.5351742481584156	0	0	1.3389600705036946	0.8504578563729338	HSPA1B
RNA transport	1/186	0.6080733489730797	0.611113715717945	0	0	1.0764400764400763	0.5354856269608474	NXT1
Olfactory transduction	1/440	0.8924859861784817	0.8924859861784817	0	0	0.44778076896527924	0.05093258499392415	CALML4
