Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
NFAT involvement in hypertrophy of the heart	2/69	0.04676264021877073	0.11785266552245109	0	0	6.041120925982333	18.501963939065423	ALOX15B;HBEGF
Renal cell carcinoma	2/70	0.04798478677458479	0.11844761409910043	0	0	5.951980792316927	18.075399411278084	JUN;VEGFA
MicroRNA regulation of DNA damage response	2/70	0.04798478677458479	0.11844761409910043	0	0	5.951980792316927	18.075399411278084	PMAIP1;GADD45G
Activation of the AP-1 family of transcription factors	1/10	0.04890039114183046	0.11844761409910043	0	0	22.32435465768799	67.37423003045056	JUN
Apoptotic DNA fragmentation and tissue homeostasis	1/10	0.04890039114183046	0.11844761409910043	0	0	22.32435465768799	67.37423003045056	GZMB
Ran role in mitotic spindle regulation	1/10	0.04890039114183046	0.11844761409910043	0	0	22.32435465768799	67.37423003045056	TPX2
TRAF6-mediated IRF7 activation in TLR7/8 or 9 signaling	1/10	0.04890039114183046	0.11844761409910043	0	0	22.32435465768799	67.37423003045056	TLR8
Free radical-induced apoptosis	1/10	0.04890039114183046	0.11844761409910043	0	0	22.32435465768799	67.37423003045056	CXCL8
E2F transcription factor network	2/74	0.05298809449300122	0.1264594591533872	0	0	5.620181405895692	16.510339602462818	PLAU;SERPINE1
Integrins in angiogenesis	2/74	0.05298809449300122	0.1264594591533872	0	0	5.620181405895692	16.510339602462818	SPP1;VEGFA
Reversal of insulin resistance by leptin	1/11	0.05365825675086383	0.1264594591533872	0	0	20.09090909090909	58.768318421882675	LEP
Bone mineralization regulation	1/11	0.05365825675086383	0.1264594591533872	0	0	20.09090909090909	58.768318421882675	SPP1
Signaling by VEGF	1/11	0.05365825675086383	0.1264594591533872	0	0	20.09090909090909	58.768318421882675	VEGFA
VEGF signaling pathway	2/76	0.05555659136411855	0.13022942921911662	0	0	5.467733039161611	15.803679213614178	PTGS2;VEGFA
Toll-like receptor endosomal trafficking and processing	1/12	0.05839255858007915	0.1354210401112474	0	0	18.26354453627181	51.878818604154176	TLR8
ERK inactivation	1/12	0.05839255858007915	0.1354210401112474	0	0	18.26354453627181	51.878818604154176	DUSP4
p73 transcription factor network	2/79	0.05948975459677175	0.1372356243608068	0	0	5.253909355950173	14.8262756693766	TUBA1A;SERPINE1
Nuclear beta-catenin signaling and target gene transcription regulation	2/80	0.0608217071927091	0.13956981229484824	0	0	5.1862899005756145	14.520618689888993	JUN;CXCL8
T helper cell surface molecules	1/13	0.06310341209244187	0.14182003954796216	0	0	16.74074074074074	46.254339159717055	CD8A
Death receptor signaling	1/13	0.06310341209244187	0.14182003954796216	0	0	16.74074074074074	46.254339159717055	TNFSF10
MAP kinase downregulation by phosphorylation of MEK1 by Cdk5/p35	1/13	0.06310341209244187	0.14182003954796216	0	0	16.74074074074074	46.254339159717055	EGR1
Organic cation/anion/zwitterion transport	1/13	0.06310341209244187	0.14182003954796216	0	0	16.74074074074074	46.254339159717055	SLC22A4
Differentiation pathway in PC12 cells	2/84	0.06625043590600445	0.14812917976932277	0	0	4.9323046291687405	13.387819731164345	EGR1;JUN
C-Myb transcription factor network	2/85	0.067632189652766	0.14852686645947938	0	0	4.87263339070568	13.12527238363094	PTGS2;ELANE
Integrin cell surface interactions	2/85	0.067632189652766	0.14852686645947938	0	0	4.87263339070568	13.12527238363094	VCAM1;SPP1
T cell receptor/JNK pathway	1/14	0.0677909321684321	0.14852686645947938	0	0	15.452214452214452	41.58695944336839	JUN
Interferon gamma signaling regulation	1/14	0.0677909321684321	0.14852686645947938	0	0	15.452214452214452	41.58695944336839	IFNG
Androgen receptor signaling, proteolysis, and transcription regulation	2/88	0.07183435427290809	0.15409991055884525	0	0	4.701945894636925	12.382068798517093	JUN;RHOB
Hematopoietic cell lineage	2/88	0.07183435427290809	0.15409991055884525	0	0	4.701945894636925	12.382068798517093	CD8A;IL1R2
Repression of pain sensation by the transcriptional regulator DREAM	1/15	0.07245523317560384	0.15409991055884525	0	0	14.347763347763347	37.659813836990104	JUN
Calcium signaling by HBx of hepatitis B virus	1/15	0.07245523317560384	0.15409991055884525	0	0	14.347763347763347	37.659813836990104	JUN
Erythrocyte differentiation pathway	1/15	0.07245523317560384	0.15409991055884525	0	0	14.347763347763347	37.659813836990104	CCL3
HDL-mediated lipid transport	1/15	0.07245523317560384	0.15409991055884525	0	0	14.347763347763347	37.659813836990104	APOE
Neural crest differentiation	2/91	0.07611921823712782	0.16110669490964916	0	0	4.542765420775051	11.699685676018186	SNAI1;RHOB
Selenium metabolism and selenoproteins	1/16	0.0770964289305897	0.16121076852849897	0	0	13.390572390572391	34.31599732708391	JUN
Ghrelin biosynthesis, secretion, and deacylation	1/16	0.0770964289305897	0.16121076852849897	0	0	13.390572390572391	34.31599732708391	LEP
Signaling by ERBB4	2/93	0.07902008216924429	0.16121076852849897	0	0	4.442475891455484	11.27524039277228	EREG;HBEGF
Endocytosis	3/201	0.07982587600900273	0.16121076852849897	0	0	3.077475788815995	7.779574331724068	IL2RB;FOLR3;HSPA1B
Pathways in cancer	4/325	0.08021610955073268	0.16121076852849897	0	0	2.541407061266874	6.412048588422785	JUN;CXCL8;PTGS2;VEGFA
ACE inhibitor pathway	1/17	0.08171463267155567	0.16121076852849897	0	0	12.553030303030303	31.43934295429433	CTSG
Activation of BH3-only proteins	1/17	0.08171463267155567	0.16121076852849897	0	0	12.553030303030303	31.43934295429433	PMAIP1
Post-chaperonin tubulin folding pathway	1/17	0.08171463267155567	0.16121076852849897	0	0	12.553030303030303	31.43934295429433	TUBA1A
Renin-angiotensin system	1/17	0.08171463267155567	0.16121076852849897	0	0	12.553030303030303	31.43934295429433	CTSG
Cadmium-induced DNA biosynthesis and proliferation in macrophages	1/17	0.08171463267155567	0.16121076852849897	0	0	12.553030303030303	31.43934295429433	JUN
Synaptic proteins at the synaptic junction	1/17	0.08171463267155567	0.16121076852849897	0	0	12.553030303030303	31.43934295429433	NCAM1
Syndecan 3 pathway	1/17	0.08171463267155567	0.16121076852849897	0	0	12.553030303030303	31.43934295429433	CXCL8
Dendritic cells in regulating TH1 and TH2 development	1/17	0.08171463267155567	0.16121076852849897	0	0	12.553030303030303	31.43934295429433	IFNG
Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)	1/17	0.08171463267155567	0.16121076852849897	0	0	12.553030303030303	31.43934295429433	CTSG
Osteoclast signaling	1/17	0.08171463267155567	0.16121076852849897	0	0	12.553030303030303	31.43934295429433	SPP1
Adaptive immune system	6/606	0.0833362669507848	0.1636694251826224	0	0	2.0531914893617023	5.101916907134619	VCAM1;CD8A;KIR3DL1;KIR2DL1;KIR3DL2;KIR2DL3
Serotonin receptor 4/6/7 and NR3C signaling	1/18	0.08630995715059277	0.16746312536485417	0	0	11.81402257872846	28.942114306609312	EGR1
Effect of METS on macrophage differentiation	1/18	0.08630995715059277	0.16746312536485417	0	0	11.81402257872846	28.942114306609312	JUN
Wnt signaling pathway and pluripotency	2/98	0.08642019084195456	0.16746312536485417	0	0	4.210034013605442	10.308411171595903	JUN;PLAU
Potassium channels	2/99	0.08792462838146668	0.16962450431114812	0	0	4.166421207658321	10.129717084781953	KCNH7;KCNJ2
Apoptosis modulation by HSP70	1/19	0.09088251453617983	0.17317575654548112	0	0	11.15712682379349	26.75688382123247	HSPA1B
Small ligand GPCRs	1/19	0.09088251453617983	0.17317575654548112	0	0	11.15712682379349	26.75688382123247	PTAFR
GnRH signaling pathway	2/101	0.09095699139659444	0.17317575654548112	0	0	4.081838796124511	9.785671777221246	JUN;HBEGF
Signaling by ERBB2	2/102	0.09248468910980343	0.17531880196467084	0	0	4.040816326530612	9.620020610565179	EREG;HBEGF
Estrogen receptor signaling pathway	1/20	0.09543241646248146	0.1778142460582988	0	0	10.569377990430622	24.83103038927071	JUN
ID regulation of gene expression	1/20	0.09543241646248146	0.1778142460582988	0	0	10.569377990430622	24.83103038927071	CXCL8
Interleukin-3 regulation of hematopoietic cells	1/20	0.09543241646248146	0.1778142460582988	0	0	10.569377990430622	24.83103038927071	CXCL8
Nerve growth factor (NGF) pathway	1/20	0.09543241646248146	0.1778142460582988	0	0	10.569377990430622	24.83103038927071	JUN
ERBB1 downstream pathway	2/106	0.09866964028490886	0.18306367303923518	0	0	3.8846153846153846	8.996683675058378	EGR1;JUN
IGF1 signaling pathway	1/21	0.0999597740324998	0.18389224252392367	0	0	10.04040404040404	23.122924333288797	JUN
Oxidative stress-induced gene expression via Nrf2	1/21	0.0999597740324998	0.18389224252392367	0	0	10.04040404040404	23.122924333288797	JUN
Signaling by interleukins	2/109	0.1033831480896997	0.18939097717272718	0	0	3.7751287430860194	8.566949896272241	IL1R2;IL2RB
Epstein-Barr virus LMP1 signaling	1/22	0.10446469781910508	0.19057158263234233	0	0	9.561808561808562	21.59922753970687	CXCL8
Epidermal growth factor receptor (EGFR) pathway	2/111	0.10655948968070973	0.1930935847825623	0	0	3.7054858640703987	8.296775020722748	JUN;RHOB
Angiogenesis	1/23	0.10894729783603285	0.1930935847825623	0	0	9.1267217630854	20.232947516534363	VEGFA
Signaling events mediated by PRL	1/23	0.10894729783603285	0.1930935847825623	0	0	9.1267217630854	20.232947516534363	EGR1
Eicosanoid metabolism	1/23	0.10894729783603285	0.1930935847825623	0	0	9.1267217630854	20.232947516534363	PTGS2
Incretin biosynthesis, secretion, and inactivation	1/23	0.10894729783603285	0.1930935847825623	0	0	9.1267217630854	20.232947516534363	LEP
Interleukin-11 pathway	1/23	0.10894729783603285	0.1930935847825623	0	0	9.1267217630854	20.232947516534363	JUN
Modulation of interferon signaling by chaperones	1/23	0.10894729783603285	0.1930935847825623	0	0	9.1267217630854	20.232947516534363	IFNG
Wnt signaling pathway	3/231	0.10941451951562638	0.1931365607644255	0	0	2.6684753119913185	5.904299638512385	JUN;PLAU;KREMEN1
Plexin D1 signaling	1/24	0.11340768358102403	0.19857730940291757	0	0	8.729468599033817	19.002011610155247	VEGFA
Inhibition of cellular proliferation by Gleevec	1/24	0.11340768358102403	0.19857730940291757	0	0	8.729468599033817	19.002011610155247	JUN
Signaling by GPCR	8/977	0.1157874196620459	0.20076061242802742	0	0	1.6988378875577692	3.662693395331481	CXCL8;PTAFR;CCL4;XCL2;CCL3;XCL1;RHOB;HBEGF
Cellular response to hypoxia	1/25	0.11784596404042172	0.20076061242802742	0	0	8.365319865319865	17.88820673407011	VEGFA
Corticotropin releasing hormone pathway	1/25	0.11784596404042172	0.20076061242802742	0	0	8.365319865319865	17.88820673407011	CXCL8
TPO signaling pathway	1/25	0.11784596404042172	0.20076061242802742	0	0	8.365319865319865	17.88820673407011	JUN
Fatty acid biosynthesis	1/25	0.11784596404042172	0.20076061242802742	0	0	8.365319865319865	17.88820673407011	ECHDC3
Ghrelin pathway	1/25	0.11784596404042172	0.20076061242802742	0	0	8.365319865319865	17.88820673407011	CXCL8
Prolactin regulation of apoptosis	2/118	0.11787779078342894	0.20076061242802742	0	0	3.480647431386348	7.441996159064892	DUSP4;EGR1
Physiological and pathological hypertrophy  of the heart	1/26	0.12226224762866918	0.20741766523774224	0	0	8.030303030303031	16.876380218002918	JUN
CTCF pathway	1/27	0.12665664230282664	0.21157967832962613	0	0	7.721056721056721	15.953830010816358	TGFBR3
Cooperation of prefoldin and TriC/CCT  in actin and tubulin folding	1/27	0.12665664230282664	0.21157967832962613	0	0	7.721056721056721	15.953830010816358	TUBA1A
TNF/stress-related signaling	1/27	0.12665664230282664	0.21157967832962613	0	0	7.721056721056721	15.953830010816358	JUN
VEGFR1 pathway	1/27	0.12665664230282664	0.21157967832962613	0	0	7.721056721056721	15.953830010816358	VEGFA
TRAIL signaling pathway	1/28	0.1310292553948657	0.21558020887608095	0	0	7.434717545828657	15.109834134055738	TNFSF10
Interleukin receptor SHC signaling	1/28	0.1310292553948657	0.21558020887608095	0	0	7.434717545828657	15.109834134055738	IL2RB
Nitric oxide stimulation of guanylate cyclase	1/28	0.1310292553948657	0.21558020887608095	0	0	7.434717545828657	15.109834134055738	MRVI1
PERK-regulated gene expression	1/28	0.1310292553948657	0.21558020887608095	0	0	7.434717545828657	15.109834134055738	CXCL8
S1P/S1P3 pathway	1/29	0.13538019382269004	0.22024538995034648	0	0	7.1688311688311686	14.335283778329618	VEGFA
Sema4D in semaphorin signaling	1/29	0.13538019382269004	0.22024538995034648	0	0	7.1688311688311686	14.335283778329618	RHOB
Matrix metalloproteinases	1/29	0.13538019382269004	0.22024538995034648	0	0	7.1688311688311686	14.335283778329618	MMP25
Asthma	1/30	0.13970956391884184	0.22070061546599654	0	0	6.921281783350749	13.622394510819323	PRG2
Signaling pathway from G-protein families	1/30	0.13970956391884184	0.22070061546599654	0	0	6.921281783350749	13.622394510819323	JUN
TNFR1 signaling pathway	1/30	0.13970956391884184	0.22070061546599654	0	0	6.921281783350749	13.622394510819323	JUN
Tumor necrosis factor (TNF) pathway	1/30	0.13970956391884184	0.22070061546599654	0	0	6.921281783350749	13.622394510819323	JUN
p38-alpha and p38-beta regulation	1/30	0.13970956391884184	0.22070061546599654	0	0	6.921281783350749	13.622394510819323	DUSP10
Interferon-beta enhancer pathway	1/30	0.13970956391884184	0.22070061546599654	0	0	6.921281783350749	13.622394510819323	JUN
Ovarian infertility genes	1/30	0.13970956391884184	0.22070061546599654	0	0	6.921281783350749	13.622394510819323	EGR1
PDGFA signaling pathway	1/30	0.13970956391884184	0.22070061546599654	0	0	6.921281783350749	13.622394510819323	JUN
Adipogenesis	2/133	0.14305475383730862	0.22266531054812658	0	0	3.07976320299112	5.988685251990531	LEP;SERPINE1
Prostaglandin biosynthesis and regulation	1/31	0.14401747150131122	0.22266531054812658	0	0	6.69023569023569	12.964476920040203	PTGS2
CD40/CD40L signaling	1/31	0.14401747150131122	0.22266531054812658	0	0	6.69023569023569	12.964476920040203	JUN
Stathmin and breast cancer resistance to antimicrotubule agents	1/31	0.14401747150131122	0.22266531054812658	0	0	6.69023569023569	12.964476920040203	TUBA1A
Inwardly rectifying potassium channels	1/31	0.14401747150131122	0.22266531054812658	0	0	6.69023569023569	12.964476920040203	KCNJ2
NF-kappaB activation by non-typeable Hemophilus influenzae	1/31	0.14401747150131122	0.22266531054812658	0	0	6.69023569023569	12.964476920040203	CXCL8
Syndecan 2 pathway	1/33	0.15256931999718407	0.23422613915060653	0	0	6.271464646464646	11.79120788980768	CXCL8
Glycoprotein VI-mediated activation cascade	1/33	0.15256931999718407	0.23422613915060653	0	0	6.271464646464646	11.79120788980768	RHOB
Neuroactive ligand-receptor interaction	3/272	0.1554809796525169	0.23576094114247267	0	0	2.257042118575863	4.20087872797176	LEP;PTAFR;CTSG
EGF receptor transactivation by GPCRs in cardiac hypertrophy	1/34	0.1568134700259566	0.23576094114247267	0	0	6.081114172023263	11.266469699963471	JUN
EPO receptor signaling	1/34	0.1568134700259566	0.23576094114247267	0	0	6.081114172023263	11.266469699963471	JUN
Induction of apoptosis through DR3 and DR4/5 death receptors	1/34	0.1568134700259566	0.23576094114247267	0	0	6.081114172023263	11.266469699963471	TNFSF10
MAPK/TRK pathway	1/34	0.1568134700259566	0.23576094114247267	0	0	6.081114172023263	11.266469699963471	EGR1
Monoamine transport	1/34	0.1568134700259566	0.23576094114247267	0	0	6.081114172023263	11.266469699963471	AMPH
Primary immunodeficiency	1/35	0.16103657577419495	0.23784063848525247	0	0	5.901960784313726	10.777710825180796	CD8A
Autophagy regulation	1/35	0.16103657577419495	0.23784063848525247	0	0	5.901960784313726	10.777710825180796	IFNG
Signal transduction by L1	1/35	0.16103657577419495	0.23784063848525247	0	0	5.901960784313726	10.777710825180796	NCAM1
Interleukin-2/PI3K pathway	1/35	0.16103657577419495	0.23784063848525247	0	0	5.901960784313726	10.777710825180796	IL2RB
Linoleic acid metabolism	1/35	0.16103657577419495	0.23784063848525247	0	0	5.901960784313726	10.777710825180796	ALOX15
Insulin signaling pathway	3/277	0.16146979126521727	0.23784063848525247	0	0	2.2152908420498156	4.039443740857454	EGR1;JUN;RHOB
PI3K/PLC/TRK pathway	1/36	0.16523874056701404	0.24257269658996	0	0	5.733044733044733	10.321566994169176	EGR1
ALK in cardiac myocytes	1/37	0.16942006718012562	0.24622383096844924	0	0	5.57351290684624	9.895070145641316	TGFBR3
Interleukin-23-mediated signaling events	1/37	0.16942006718012562	0.24622383096844924	0	0	5.57351290684624	9.895070145641316	IFNG
Latent infection of Homo sapiens with Mycobacterium tuberculosis	1/37	0.16942006718012562	0.24622383096844924	0	0	5.57351290684624	9.895070145641316	LTF
Signal transduction through IL-1R	1/38	0.17358065793162564	0.2505998902589032	0	0	5.422604422604422	9.495592558231127	JUN
Signaling of hepatocyte growth factor receptor	1/38	0.17358065793162564	0.2505998902589032	0	0	5.422604422604422	9.495592558231127	JUN
Integrated breast cancer pathway	2/152	0.1763559296827952	0.2532228364439643	0	0	2.687074829931973	4.662749281288076	JUN;VEGFA
Angiotensin II-mediated activation of JNK pathway via Pyk2-dependent signaling	1/39	0.17772061456847035	0.2532228364439643	0	0	5.279638490164806	9.12080010262218	JUN
Signaling events regulated by Ret tyrosine kinase	1/39	0.17772061456847035	0.2532228364439643	0	0	5.279638490164806	9.12080010262218	JUN
FAS pathway and stress induction of heat shock protein regulation	1/39	0.17772061456847035	0.2532228364439643	0	0	5.279638490164806	9.12080010262218	JUN
Integrin signaling pathway	2/155	0.18172475649197342	0.25808467045765604	0	0	2.633986928104575	4.49163798449718	JUN;RHOB
Plasma membrane estrogen receptor signaling	1/41	0.1859390303366049	0.2590077227692004	0	0	5.015151515151516	8.43717221072756	HBEGF
Alpha-M beta-2 integrin signaling	1/41	0.1859390303366049	0.2590077227692004	0	0	5.015151515151516	8.43717221072756	PLAU
Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer	1/41	0.1859390303366049	0.2590077227692004	0	0	5.015151515151516	8.43717221072756	SERPINE1
ERBB1 internalization pathway	1/41	0.1859390303366049	0.2590077227692004	0	0	5.015151515151516	8.43717221072756	AMPH
FOXM1 transcription factor network	1/41	0.1859390303366049	0.2590077227692004	0	0	5.015151515151516	8.43717221072756	HSPA1B
Fc epsilon receptor I signaling in mast cells	1/41	0.1859390303366049	0.2590077227692004	0	0	5.015151515151516	8.43717221072756	JUN
Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)	1/42	0.1900176905858975	0.2621763072640864	0	0	4.892584380389258	8.124812043283224	VEGFA
TWEAK signaling pathway	1/42	0.1900176905858975	0.2621763072640864	0	0	4.892584380389258	8.124812043283224	JUN
VEGF, hypoxia, and angiogenesis	1/42	0.1900176905858975	0.2621763072640864	0	0	4.892584380389258	8.124812043283224	VEGFA
Voltage-gated potassium channels	1/43	0.19407611900781976	0.26693119207384675	0	0	4.775853775853776	7.830035336967146	KCNH7
ERBB2/ERBB3 signaling events	1/44	0.19811441496549978	0.26993089039049345	0	0	4.664552501761804	7.551493311263548	JUN
HNF3A pathway	1/44	0.19811441496549978	0.26993089039049345	0	0	4.664552501761804	7.551493311263548	JUN
NCAM1 interactions	1/44	0.19811441496549978	0.26993089039049345	0	0	4.664552501761804	7.551493311263548	NCAM1
RhoA signaling pathway	1/45	0.20213267727917436	0.2728478244387617	0	0	4.558310376492194	7.287967841732019	JUN
Wnt interactions in lipid metabolism and immune response	1/45	0.20213267727917436	0.2728478244387617	0	0	4.558310376492194	7.287967841732019	APOE
Interleukin-3, interleukin-5, and GM-CSF signaling	1/45	0.20213267727917436	0.2728478244387617	0	0	4.558310376492194	7.287967841732019	IL2RB
Polo-like kinase 1 (PLK1) pathway	1/46	0.20613100438312365	0.27738616639210467	0	0	4.45679012345679	7.038356248208516	TPX2
Actions of nitric oxide in the heart	1/47	0.2101094941683413	0.2810053357588859	0	0	4.359683794466403	6.801658146757973	VEGFA
Agrin in postsynaptic differentiation	1/47	0.2101094941683413	0.2810053357588859	0	0	4.359683794466403	6.801658146757973	JUN
ATM pathway	1/48	0.2140682440880332	0.28455412933653196	0	0	4.266709649688373	6.576964036635908	JUN
Presenilin action in Notch and Wnt signaling	1/48	0.2140682440880332	0.28455412933653196	0	0	4.266709649688373	6.576964036635908	JUN
G alpha 12 pathway	1/49	0.21800735103248006	0.2880339546974585	0	0	4.177609427609427	6.363445371866637	JUN
Interleukin-5 signaling pathway	1/49	0.21800735103248006	0.2880339546974585	0	0	4.177609427609427	6.363445371866637	JUN
Type II interferon signaling (interferon-gamma)	1/50	0.22192691156038513	0.29232668713090004	0	0	4.092145949288806	6.1603458876211565	IFNG
Amyloids	1/51	0.22582702165646545	0.2965680163922257	0	0	4.01010101010101	5.966974015935645	LTF
Signaling events mediated by PTP1B	1/52	0.22970777681698884	0.29985805596469206	0	0	3.9312735195088138	5.782696221966044	LEP
Interleukin-2 receptor beta chain in T cell activation	1/52	0.22970777681698884	0.29985805596469206	0	0	3.9312735195088138	5.782696221966044	IL2RB
Protein folding	1/53	0.23356927222454107	0.30308393657708305	0	0	3.8554778554778553	5.606931137649977	TUBA1A
GABA A and B receptor activation	1/53	0.23356927222454107	0.30308393657708305	0	0	3.8554778554778553	5.606931137649977	KCNJ2
Kit receptor signaling pathway	1/54	0.23741160244685378	0.3071556636997871	0	0	3.7825424051839147	5.43914439332398	SNAI1
TAp63 pathway	1/55	0.2412348616553018	0.3111786972831704	0	0	3.7123082678638233	5.278844037828421	PMAIP1
Thromboxane A2 receptor signaling	1/56	0.24503914356804327	0.3151535887777783	0	0	3.644628099173554	5.125576482532065	VCAM1
Signal transduction	7/1020	0.2486256511884337	0.3162900876270212	0	0	1.4033584901654832	1.9532040615752284	DUSP4;JUN;CXCL8;CCL4;CCL3;EREG;HBEGF
Pre-NOTCH expression and processing	1/57	0.24882454141300062	0.3162900876270212	0	0	3.5793650793650795	4.978922896997587	JUN
Inositol phosphate metabolism	1/57	0.24882454141300062	0.3162900876270212	0	0	3.5793650793650795	4.978922896997587	IMPA2
Keratinocyte differentiation	1/57	0.24882454141300062	0.3162900876270212	0	0	3.5793650793650795	4.978922896997587	JUN
Leptin signaling pathway	1/61	0.26377914130867525	0.33432472561215815	0	0	3.34006734006734	4.4511177340934625	LEP
Shigellosis	1/62	0.2674715018007107	0.3360737025507489	0	0	3.2851465474416295	4.3322615615299345	CXCL8
Signaling events mediated by focal adhesion kinase	1/62	0.2674715018007107	0.3360737025507489	0	0	3.2851465474416295	4.3322615615299345	JUN
Colorectal cancer	1/62	0.2674715018007107	0.3360737025507489	0	0	3.2851465474416295	4.3322615615299345	JUN
Proteasome degradation	1/63	0.2711455282609312	0.33941465021941336	0	0	3.231997393287716	4.218078497375417	IFNG
Angiotensin II-stimulated signaling through G-proteins and beta-arrestin	1/64	0.2748013108427819	0.33941465021941336	0	0	3.1805355138688474	4.108319823136149	EGR1
Validated nuclear estrogen receptor alpha network	1/64	0.2748013108427819	0.33941465021941336	0	0	3.1805355138688474	4.108319823136149	JUN
Endothelins	1/64	0.2748013108427819	0.33941465021941336	0	0	3.1805355138688474	4.108319823136149	JUN
Interferon alpha/beta signaling	1/64	0.2748013108427819	0.33941465021941336	0	0	3.1805355138688474	4.108319823136149	EGR1
MAPK cascade role in angiogenesis	1/64	0.2748013108427819	0.33941465021941336	0	0	3.1805355138688474	4.108319823136149	VEGFA
ERK1/ERK2 MAPK pathway	1/65	0.2784389392137884	0.3429360946248919	0	0	3.1306818181818183	4.00275356439037	DUSP4
Retinoblastoma protein regulation	1/66	0.28205850257636833	0.34351258972987875	0	0	3.0823620823620823	3.9011631304837175	JUN
Semaphorin interactions	1/66	0.28205850257636833	0.34351258972987875	0	0	3.0823620823620823	3.9011631304837175	RHOB
Signaling by TGF-beta receptor complex	1/66	0.28205850257636833	0.34351258972987875	0	0	3.0823620823620823	3.9011631304837175	SERPINE1
Thyroid-stimulating hormone signaling pathway	1/66	0.28205850257636833	0.34351258972987875	0	0	3.0823620823620823	3.9011631304837175	JUN
Adipocytokine signaling pathway	1/67	0.28566008980872587	0.34596610876834577	0	0	3.0355065809611266	3.8033460819667058	LEP
SIDS susceptibility pathways	1/67	0.28566008980872587	0.34596610876834577	0	0	3.0355065809611266	3.8033460819667058	CXCL8
AMPK signaling	1/68	0.2892437892552286	0.34933598923900183	0	0	2.990049751243781	3.7091130169332227	LEP
Phase I of biological oxidations: functionalization of compounds	1/69	0.2928096888806698	0.3514821481307621	0	0	2.9459298871063577	3.6182865561027495	PTGS2
PPAR signaling pathway	1/69	0.2928096888806698	0.3514821481307621	0	0	2.9459298871063577	3.6182865561027495	APOA2
Pancreatic cancer	1/70	0.29635787620352466	0.3514821481307621	0	0	2.9030888596105986	3.530700422312052	VEGFA
CDC42 signaling events	1/70	0.29635787620352466	0.3514821481307621	0	0	2.9030888596105986	3.530700422312052	JUN
Signaling events mediated by VEGFR1 and VEGFR2	1/70	0.29635787620352466	0.3514821481307621	0	0	2.9030888596105986	3.530700422312052	VEGFA
NCAM signaling for neurite out-growth	1/70	0.29635787620352466	0.3514821481307621	0	0	2.9030888596105986	3.530700422312052	NCAM1
RIG-I-like receptor signaling pathway	1/71	0.2998884383134025	0.3514821481307621	0	0	2.8614718614718613	3.446198601550195	CXCL8
Rac1 cell motility signaling pathway	1/71	0.2998884383134025	0.3514821481307621	0	0	2.8614718614718613	3.446198601550195	JUN
Viral myocarditis	1/71	0.2998884383134025	0.3514821481307621	0	0	2.8614718614718613	3.446198601550195	PRF1
Interleukin-6 signaling pathway	1/71	0.2998884383134025	0.3514821481307621	0	0	2.8614718614718613	3.446198601550195	JUN
Mitochondrial pathway of apoptosis: multidomain Bcl-2 family	1/71	0.2998884383134025	0.3514821481307621	0	0	2.8614718614718613	3.446198601550195	HSPA1B
Adherens junction cell adhesion	1/74	0.31037523789289684	0.3618278174366391	0	0	2.74346201743462	3.209777224050686	SNAI1
Gastric acid secretion	1/74	0.31037523789289684	0.3618278174366391	0	0	2.74346201743462	3.209777224050686	KCNJ2
Prolactin activation of MAPK signaling	1/75	0.31383616164844547	0.36488684394325926	0	0	2.7062517062517064	3.1362323637249645	JUN
Transcriptional regulation of white adipocyte differentiation	1/77	0.3207065055587057	0.3699154402740627	0	0	2.6347687400318978	2.996335121708695	LEP
G alpha (12/13) signaling events	1/77	0.3207065055587057	0.3699154402740627	0	0	2.6347687400318978	2.996335121708695	RHOB
Mitochondrial pathway of apoptosis: caspases	1/77	0.3207065055587057	0.3699154402740627	0	0	2.6347687400318978	2.996335121708695	HSPA1B
Phosphatidylinositol signaling system	1/78	0.32411609442991285	0.3718805715037947	0	0	2.600419782237964	2.929772078325152	IMPA2
Apoptosis regulation	1/78	0.32411609442991285	0.3718805715037947	0	0	2.600419782237964	2.929772078325152	IFNG
Unfolded protein response	1/79	0.32750873980152984	0.37478690433980844	0	0	2.566951566951567	2.865335397718705	CXCL8
MAP kinase signaling pathway	1/81	0.33424353285435243	0.3814926186505174	0	0	2.5025252525252526	2.742480915944007	JUN
Platelet homeostasis	1/82	0.3375858460637784	0.38430138089766935	0	0	2.471505175208879	2.6838950656014107	MRVI1
Small cell lung cancer	1/84	0.34422071652682057	0.38981878546933446	0	0	2.4117074358038213	2.572018957842433	PTGS2
ECM-receptor interaction	1/84	0.34422071652682057	0.38981878546933446	0	0	2.4117074358038213	2.572018957842433	SPP1
TGF-beta regulation of skeletal system development	1/85	0.34751343686607217	0.3925281307606411	0	0	2.382876382876383	2.5185858334956643	IFNG
Developmental biology	3/420	0.3506997204139417	0.3951035609831488	0	0	1.4450048208855597	1.5141120594845454	LEP;NCAM1;RHOB
Mitotic G2-G2/M phases	1/87	0.3540498524990138	0.3978498342514691	0	0	2.327225745830397	2.4163993335324085	TUBA1A
Gap junction pathway	1/90	0.3637331156781473	0.4076803044618823	0	0	2.2484394506866416	2.2739252396942655	TUBA1A
